"5htr1b" "5htr1bchag80" "58e02" "58e02thg80" "c061" "hl8" "mb025b" "mb032b" "mb056b" "mb058b" "mb060b" "mb065b" "mb109b" "mb299c" "mb301b" "mb304b" "mb315c" "mb438b" "mb439b" "mz19" "mz19chag80" "mz840" "mz840np6510" "NorpAChrimson" "NorpAChrimsonCo" "np47" "np47chag80" "np1528" "np2758" "np5272" "np5272mz840" "np6510" "np6510np5272" "or42b" "or42bCo" "thc1" "thd1" "thd4" "thdprime" "thf1" "thf2" "thf3" "thg1" "thg4chag80" "thg4thg80" "trpa1gr28bd" "trpa1gr28bdCo" "trpa1Gr28bd_mutants"
"94" -0.01015 NA 0.06502 0.2052 -0.272 0.3629 -0.008649 -0.2595 0.08162 NA 0.02325 0.4483 -0.2288 NA 0.2399 0.2216 -0.02563 -0.4384 0.07221 -0.01965 -0.08853 0.02066 0.02866 -0.03805 -0.04169 -0.1811 -0.3443 -0.04872 -0.06442 -0.2019 NA -0.16 -0.418 0.3806 0.02283 0.02235 0.2653 NA -0.1076 0.2426 -0.07905 0.04384 0.2357 0.1638 0.0746 -0.2279 0.1174 -0.05979
"95" 0.1133 NA 0.0253 -0.01491 -0.1543 0.07103 -0.02678 0.5977 0.07514 NA 0.02655 0.1625 -0.07403 NA -0.0009466 0.1406 0.07579 0.2234 0.07255 -0.2997 -0.117 -0.1045 0.04504 0.06286 0.1906 -0.01198 -0.2379 -0.04056 -0.4351 -0.04928 NA -0.08963 0.07926 -0.5074 0.1353 0.02588 0.1877 NA -0.113 0.03818 -0.2883 0.08095 0.004214 -0.03215 0.09294 -0.6751 0.1553 -0.1863
"96" -0.003773 NA -0.126 0.1873 -0.2396 0.0007204 0.009646 -0.2033 0.03948 NA 0.1383 0.07704 -0.1954 NA 0.137 0.007988 0.05998 -0.157 0.1987 -0.1052 -0.02099 0.2709 -0.2598 -0.008739 0.2071 -0.2425 -0.2001 -0.0007937 -0.2453 -0.1565 NA -0.03769 -0.1521 -0.0486 0.2351 0.05133 -0.02541 NA -0.1575 0.0864 0.0746 -0.0392 0.2172 0.1122 -0.01335 -0.3602 0.0657 -0.2327
"97" 0.07137 NA 0.1519 0.148 -0.1272 0.2818 -0.09103 0.1293 -0.06222 NA -0.05392 0.3073 -0.1056 NA 0.1535 0.04374 0.03934 -0.06897 -0.1537 -0.06134 -0.1782 0.8043 -0.1342 -0.02892 0.3102 -0.4346 -0.1136 -0.04438 -0.4007 -0.4705 NA 0.136 -0.06286 0.4365 -0.0324 -0.01932 0.07893 NA -0.1514 -0.08672 -0.1806 0.3803 0.01859 0.07482 0.1241 0.1821 0.06216 -0.07202
"98" 0.3172 NA -0.09993 0.2705 -0.08435 0.1247 -0.3258 0.01083 0.06488 NA 0.1616 0.1347 -0.05292 NA 0.266 -0.06847 0.06349 -0.07178 -0.1283 -0.06279 -0.0287 NA -0.2382 -0.02171 0.02678 0.02753 0.3049 0.0002909 -0.1712 0.02053 NA -0.2905 -0.05911 -0.1161 0.1202 -0.06035 -0.00425 NA 0.05592 -0.08205 0.1281 0.08238 -0.01168 0.04199 -0.0416 -0.1789 -0.03732 -0.168
"99" 0.1507 NA 0.2354 0.1614 -0.3293 0.1309 -0.00515 -0.1147 -0.02874 NA -0.05316 0.08547 -0.1455 NA 0.003138 0.0066 -0.1384 -0.2239 -0.2114 -0.149 -0.1177 NA 0.02472 -0.07234 -0.01573 -0.1431 0.02564 -0.1248 0.03276 -0.2255 NA -0.1473 -0.1722 0.1096 0.07859 -0.02591 -0.04865 NA -0.161 0.4028 0.07973 -0.02073 0.2115 0.14 -0.05849 -0.08848 0.09887 -0.2213
"100" -0.01447 NA 0.06977 0.2066 -0.02591 0.2823 -0.05537 -0.2495 0.007855 NA 0.0707 -0.04194 0.1319 NA -0.0401 0.07428 0.1866 0.1146 0.2091 -0.1823 0.07449 NA -0.02918 -0.06814 0.306 0.1843 -0.4297 0.1184 -0.3063 -0.3533 NA -0.101 -0.0703 0.4491 0.1356 0.02377 0.05116 NA -0.1012 0.2048 0.2353 -0.03891 0.1539 0.003743 -0.08418 0.01852 0.07037 -0.172
"101" 0.03643 NA 0.1581 0.3921 -0.2724 0.2894 -0.4094 -0.1724 0.09943 NA 0.02036 0.02578 -0.2263 NA -0.09195 0.04939 0.02246 -0.3466 -0.1321 -0.02684 -0.144 NA 0.07003 -0.0393 -0.1289 0.2449 -0.02833 -0.2897 -0.566 -0.1065 NA -0.1254 -0.1088 -0.01565 -0.005513 0.002391 0.2059 NA -0.1973 0.1254 0.1104 0.09553 0.1422 -0.05117 -0.1096 -0.4422 0.1078 NA
"102" 0.03928 NA -0.1622 0.04972 -0.1927 0.1732 0.1267 -0.2324 -0.08738 NA 0.1191 0.1165 -0.3291 NA 0.03419 0.1464 -0.035 0.2739 -0.3636 -0.01785 -0.2875 NA 0.2293 -0.1841 0.1433 0.1546 -0.3653 -0.02233 -0.3178 -0.3108 NA 0.09403 -0.1421 -0.2845 -0.06802 -0.09218 0.2678 NA -0.1179 0.1703 0.06943 -0.1418 0.06804 0.08904 0.1872 -0.3389 0.08857 NA
"103" -0.01058 NA -0.007656 -0.01058 -0.217 0.2467 -0.078 -0.2735 0.05946 NA -0.07424 0.2125 -0.1028 NA 0.1318 0.1327 -0.08001 0.0792 0.4742 -0.2378 -0.1348 NA 0.04783 -0.1169 0.1746 -0.2081 -0.01905 -0.01143 -0.2216 -0.2934 NA 0.01927 -0.06925 -0.004315 0.1388 -0.02776 0.06025 NA -0.1915 0.2823 -0.1263 0.1288 0.1555 0.05046 -0.1359 -0.5361 0.01152 NA
"104" -0.005975 NA 0.1174 0.1991 -0.1202 0.2308 -0.04209 0.4212 0.02028 NA 0.2392 -0.00292 0.0679 NA 0.1912 -0.1798 -0.0176 0.1022 -0.05948 -0.09611 -0.1645 NA 0.03077 -0.1394 0.01116 0.1171 -0.192 -0.3033 -0.3626 -0.1013 NA -0.07604 -0.1924 -0.1604 0.01717 0.09849 0.2518 NA -0.1889 0.04764 0.1349 0.1545 0.2301 0.05066 0.08548 -0.3923 0.18 NA
"105" 0.00489 NA 0.1302 0.3606 0.03015 0.317 0.1703 NA 0.1924 NA 0.2465 0.2883 0.08921 NA 0.07135 0.1978 -0.03156 -0.1608 0.1474 -0.003864 -0.4013 NA 0.106 0.07888 0.156 -0.1428 -0.03261 -0.224 -0.2302 -0.3485 NA 0.172 -0.1782 0.04938 0.08953 0.1367 -0.1401 NA -0.2606 0.2513 -0.04799 0.09792 -0.09982 0.06565 0.07666 -0.252 -0.004165 NA
"106" 0.1138 NA 0.1129 0.1563 0.03273 0.08228 0.008481 NA -0.08067 NA -0.431 0.3773 -0.3084 NA NA 0.7017 0.1912 -0.09714 0.07195 -0.06597 -0.2572 NA -0.1851 0.1484 0.2773 -0.409 -0.3207 -0.05727 -0.2459 -0.1461 NA 0.1321 -0.2065 -0.6613 0.1278 0.1201 0.01037 NA -0.2412 -0.0479 -0.02086 0.1291 0.02712 -0.02612 0.02343 -0.438 0.101 NA
"107" 0.2754 NA 0.105 0.3376 -0.1336 0.1573 -0.7962 NA -0.03354 NA -0.04509 0.4917 0.05232 NA NA NA -0.1757 0.3072 -0.4203 -0.06819 -0.4299 NA -0.01716 -0.05727 -0.101 -0.22 0.1723 -0.1358 -0.4681 -0.2513 NA -0.2294 0.01079 0.1432 0.1096 0.01613 0.08137 NA -0.1706 0.05333 0.1445 -0.07279 0.3601 0.1629 0.03284 -0.1675 0.1104 NA
"108" -0.1056 NA -0.1762 0.1677 -0.1996 0.06542 -0.5012 NA 0.1022 NA 0.1204 0.1059 -0.03312 NA NA NA 0.08467 -0.2266 0.2196 -0.1787 -0.2483 NA -0.03177 -0.1157 -0.4401 -0.09305 -0.1388 -0.06191 -0.4339 -0.3282 NA 0.09085 -0.1247 NA -0.003419 0.06433 -0.04399 NA -0.09609 -0.2866 0.003862 0.1057 0.09162 0.09643 0.04724 -0.6018 -0.122 NA
"109" 0.36 NA -0.3072 -0.1302 -0.124 0.02924 0.3221 NA 0.03294 NA -0.07689 0.05923 0.3501 NA NA NA 0.08211 -0.07533 -0.2361 -0.1364 -0.04565 NA -0.1365 0.1321 -0.2496 -0.1052 0.03673 0.2661 -0.0298 -0.2841 NA 0.06602 -0.5275 NA 0.1499 0.09801 0.1933 NA -0.04044 0.2017 -0.1306 0.05024 0.02381 0.1021 0.02973 -0.2501 0.2612 NA
"110" 0.1605 NA 0.002553 0.06885 -0.2948 0.2752 0.004154 NA -0.01189 NA 0.1924 0.1467 0.3308 NA NA NA -0.07428 0.1475 0.2398 -0.05154 -0.2849 NA 0.1749 -0.1851 -0.5131 -0.1001 0.1045 -0.1142 0.02519 -0.1876 NA -0.1074 -0.3161 NA -0.096 0.0843 0.108 NA -0.09819 -0.02753 0.07553 0.07838 0.32 0.3384 0.0917 -0.5499 0.176 NA
"111" 0.04734 NA 0.1904 0.1597 NA NA -0.3935 NA 0.04496 NA 0.307 -0.05069 0.1387 NA NA NA 0.09795 -0.162 -0.3075 -0.02166 -0.3813 NA 0.1458 -0.1651 0.2506 -0.134 0.112 0.09931 0.05974 -0.0353 NA -0.1491 -0.2173 NA 0.1678 0.06438 0.2941 NA -0.0312 -0.03462 0.0646 -0.06557 0.1829 0.1696 0.04027 -0.6698 -0.01679 NA
"112" 0.08341 NA -0.1413 0.1876 NA NA 0.2074 NA -0.1706 NA 0.2212 0.254 -0.2165 NA NA NA -0.004016 -0.451 -0.2841 -0.1172 -0.3222 NA -0.1921 NA 0.2705 -0.2292 -0.5157 -0.04612 -0.06047 -0.4893 NA -0.1975 -0.1738 NA 0.1844 0.01784 0.2355 NA -0.1444 0.2149 -0.01083 0.06972 0.3994 0.05393 0.182 -0.7055 0.1432 NA
"113" 0.06235 NA 0.1602 0.1267 NA NA -0.11 NA 0.1564 NA 0.1618 NA 0.2924 NA NA NA 0.08776 NA NA -0.1225 -0.296 NA -0.3793 NA NA -0.446 -0.01806 NA -0.6694 0.08108 NA 0.1171 -0.1339 NA -0.01697 0.1305 0.2645 NA 0.06782 0.3853 0.08184 0.005753 NA -0.1149 -0.07549 -0.5853 0.2084 NA
"114" 0.01835 NA -0.06922 0.04335 NA NA 0.1161 NA 0.2668 NA 0.2841 NA -0.1977 NA NA NA 0.2146 NA NA -0.2583 -0.2586 NA -0.1276 NA NA -0.04839 -0.3639 NA 0.1829 -0.2604 NA -0.06319 -0.09667 NA 0.2422 -0.0615 0.04837 NA -0.1168 0.01554 0.1355 0.1702 NA 0.03729 0.06182 -0.3399 -0.1647 NA
"115" 0.2185 NA NA 0.1679 NA NA NA NA 0.07516 NA 0.3776 NA -0.02892 NA NA NA NA NA NA -0.0219 -0.1143 NA -0.3014 NA NA NA NA NA NA -0.1755 NA 0.1963 -0.0808 NA 0.2138 NA NA NA -0.1873 0.3513 NA 0.1633 NA -0.298 0.2964 -0.7085 NA NA
"116" 0.1478 NA NA 0.071 NA NA NA NA 0.1979 NA 0.2024 NA NA NA NA NA NA NA NA -0.3047 NA NA NA NA NA NA NA NA NA -0.4084 NA -0.2775 -0.2145 NA 0.09109 NA NA NA -0.02155 NA NA 0.1379 NA NA 0.09035 -0.5205 NA NA
"117" -0.02806 NA NA 0.236 NA NA NA NA NA NA -0.08318 NA NA NA NA NA NA NA NA -0.06082 NA NA NA NA NA NA NA NA NA NA NA NA -0.1065 NA -0.1124 NA NA NA -0.3307 NA NA 0.08887 NA NA 0.0972 -0.7522 NA NA
"118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.05672 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.0203 NA NA NA
"119" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"120" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
