"5htr1b" "5htr1bchag80" "58e02" "58e02thg80" "c061" "hl8" "mb025b" "mb032b" "mb056b" "mb058b" "mb060b" "mb065b" "mb109b" "mb299c" "mb301b" "mb304b" "mb315c" "mb438b" "mb439b" "mz19" "mz19chag80" "mz840" "mz840np6510" "NorpAChrimson" "NorpAChrimsonCo" "np47" "np47chag80" "np1528" "np2758" "np5272" "np5272mz840" "np6510" "np6510np5272" "or42b" "or42bCo" "thc1" "thd1" "thd4" "thdprime" "thf1" "thf2" "thf3" "thg1" "thg4chag80" "thg4thg80" "trpa1gr28bd" "trpa1gr28bdCo" "trpa1Gr28bd_mutants"
"42" -0.01619 -0.04024 0.244 0.214 -0.08143 0.136 0.1107 -0.367 0.02322 0.1101 -0.09164 0.2529 0.2136 0.008532 0.01933 -0.07563 -0.1333 -0.3658 -0.1288 -0.2086 -0.05405 -0.2561 -0.05906 0.01717 0.1522 -0.1134 -0.0198 -0.2152 -0.3032 -0.1896 -0.3526 -0.13 0.03756 0.3374 0.08115 0.04187 -0.02134 0.02759 -0.006994 0.01623 0.1004 0.005394 0.1667 0.06702 -0.09122 -0.2537 0.05895 0.0535
"43" 0.05458 0.08098 0.3254 0.3213 -0.2722 0.2421 -0.2261 0.3984 -0.1803 0.2351 -0.08136 -0.1443 -0.4262 0.1911 0.1469 0.2782 0.08314 0.05019 0.03894 -0.07822 0.04343 0.0665 -0.1465 -0.05429 0.1667 -0.2406 0.01963 -0.4162 0.001271 -0.2169 -0.7353 -0.1541 -0.1132 0.169 0.0365 0.101 0.04861 0.1054 -0.1411 0.04672 0.09618 0.09646 0.1462 0.1561 0.06771 -0.3262 -0.03699 0.07089
"44" 0.09195 0.04911 -0.0101 0.324 -0.4721 0.06381 0.1894 -0.05606 0.324 -0.3909 -0.2453 0.01693 -0.2599 0.2504 -0.1061 -0.117 -0.09533 -0.01729 -0.1041 -0.09019 -0.1567 -0.2733 -0.09036 -0.2296 -0.169 -0.3167 -0.2543 0.1044 -0.05251 -0.2839 -0.2845 0.01941 -0.02498 -0.1569 0.05141 0.031 -0.1086 0.04729 -0.1558 -0.183 0.02661 0.1221 0.1419 0.04299 0.03595 -0.1993 0.0149 -0.03563
"45" -0.06479 0.2698 -0.1824 0.2117 -0.111 0.1443 0.1819 0.2443 0.2139 0.3104 -0.1229 0.02693 0.05145 0.1066 0.1897 0.1129 -0.05225 -0.6315 -0.06356 -0.1029 -0.1209 0.03836 0.162 -0.4858 -0.07725 -0.1576 -0.0835 -0.05081 0.01611 -0.2599 -0.4863 -0.2168 -0.2616 0.4749 0.1007 0.005711 0.1045 0.1354 0.06584 -0.1306 0.04263 -0.002602 0.04651 -0.03723 -0.01132 -0.6336 0.1291 -0.03721
"46" 0.02002 -0.2222 0.1182 -0.1151 -0.0643 0.4708 0.005755 0.1733 0.07739 0.06419 -0.1048 0.3785 -0.06311 0.008138 0.06352 0.2001 0.05934 -0.1313 0.05673 -0.02962 -0.4709 -0.08298 -0.03451 0.2846 0.07304 0.1899 -0.4588 -0.1649 -0.1853 -0.03607 -0.5395 -0.0792 -0.06289 -0.03146 0.1157 0.1091 0.179 -0.1119 -0.1934 0.1442 0.0704 -0.0033 0.4114 0.005136 -0.07966 -0.5787 0.0604 -0.2399
"47" 0.32 0.09291 0.1261 0.1552 -0.176 0.3226 -0.02541 0.02879 -0.2321 -0.03054 -0.102 0.1951 0.1572 -0.4429 -0.07677 0.08145 -0.03404 -0.4851 -0.1819 -0.3376 -0.1653 0.05727 0.1551 -0.07529 0.1718 -0.09389 -0.4138 0.01252 -0.02222 -0.0353 -0.5792 -0.3708 -0.2421 -0.0773 0.1326 0.2615 0.1951 0.05608 -0.1885 -0.2767 -0.06654 0.04632 -0.2496 -0.00788 0.03846 -0.1999 -0.1113 -0.3856
"48" 0.01498 0.3798 -0.1391 0.2293 0.0451 0.006094 -0.4521 0.1616 0.1614 -0.1308 -0.08623 0.4717 -0.3351 0.1158 0.07204 0.07924 -0.1208 0.381 -0.5143 -0.1837 -0.2087 0.4669 -0.1812 0.1081 0.3463 -0.1006 -0.1846 -0.2095 -0.2854 0.05109 -0.1512 -0.04003 -0.0733 -0.2614 -0.1738 -0.04429 -0.08513 0.06252 -0.1732 -0.03009 0.1916 0.01911 -0.08792 -0.09729 -0.04625 -0.4848 0.054 -0.1647
"49" -0.1633 0.4493 0.2191 0.05222 -0.1692 0.312 0.1277 -0.121 -0.05453 -0.1602 0.166 0.1185 -0.2216 0.03355 0.2056 -0.1486 0.06982 -0.2779 -0.02049 -0.1079 -0.1395 0.09576 0.05928 0.01036 -0.04072 -0.09523 -0.02802 -0.07672 -0.04227 -0.1913 -0.3674 -0.3008 -0.1862 0.5145 0.05213 0.0338 -0.03171 0.05387 -0.02813 0.1142 0.02816 -0.1868 0.3798 0.006105 -0.05526 0.1119 0.06072 -0.1283
"50" 0.26 0.2447 0.3474 0.1227 -0.07479 0.3517 0.171 -0.2918 0.07561 0.08431 0.1067 -0.03899 -0.1239 -0.2981 0.1752 0.004708 0.0472 0.1367 -0.2341 -0.1088 -0.3147 -0.01845 -0.1446 0.08103 0.2098 -0.01018 -0.1145 0.002693 -0.3465 -0.2632 0.01222 -0.04377 -0.09389 0.2556 0.09278 -0.008365 0.02913 0.005604 -0.06449 0.2128 0.03007 0.1362 0.2638 -0.05392 0.0731 -0.7159 -0.1532 -0.2138
"51" 0.2719 -0.00895 0.1739 0.06193 -0.1699 0.2408 -0.1125 -0.1407 0.2025 -0.3342 0.003516 -0.09647 0.3464 0.07435 0.03904 -0.01134 0.1217 -0.0905 -0.07775 0.04547 -0.313 -0.1224 0.0885 0.0309 0.1702 0.07078 0.0001015 -0.1332 -0.02654 -0.4967 -0.1425 -0.05856 -0.03684 -0.4035 0.04001 0.1144 -0.06727 0.1682 -0.02217 0.1197 -0.05813 0.06285 0.00306 0.07188 -0.02646 0.1172 0.1761 0.021
"52" -0.09282 0.07916 0.1549 0.1519 -0.09258 0.6366 -0.3308 0.5742 -0.02027 0.08996 0.1044 0.008055 -0.05393 0.09785 0.1299 0.2685 0.08643 -0.1821 0.004384 -0.01194 -0.1532 -0.1782 0.06452 0.2447 0.1935 0.05887 -0.1117 -0.1576 0.02716 -0.04488 -0.2605 0.09975 -0.137 -0.1306 0.0894 0.1165 0.09969 0.1206 0.08117 -0.1991 0.01842 -0.01042 -0.1089 0.006879 -0.03004 -0.6822 -0.01476 -0.1088
"53" 0.08236 0.3065 -0.3659 0.1244 -0.02094 0.3421 -0.1262 -0.08529 -0.03891 -0.07812 -0.00378 0.09644 0.06268 0.07431 0.01348 0.2414 -0.1341 -0.2177 -0.2236 -0.1648 -0.09024 -0.1786 0.003056 -0.2367 0.2896 -0.2242 -0.1057 -0.2526 0.02897 -0.4336 -0.374 -0.1769 -0.0765 -0.08652 0.02542 -0.1138 -0.1844 0.1016 -0.2237 0.1911 0.08262 -0.1342 0.0145 -0.007573 0.03661 -0.2267 0.0579 -0.2782
"54" 0.1622 0.1086 0.09868 -0.3186 -0.1661 0.4677 0.1238 0.03337 0.2873 -0.01949 0.07118 0.1821 0.04707 0.2534 0.1536 0.09897 0.1106 0.01814 -0.1289 -0.04209 -0.4267 -0.0582 -0.1082 -0.04059 0.1186 -0.3957 -0.08122 -0.1475 -0.1293 0.05847 -0.006021 -0.0812 -0.07069 0.007084 0.2825 0.1659 0.009194 0.02935 -0.1088 0.009668 0.0006588 0.1532 0.2755 0.2543 0.04228 -0.5121 0.05247 -0.5612
"55" -0.006817 0.1875 0.1202 -0.04555 -0.08587 0.07417 0.166 0.02069 -0.04295 0.00617 -0.04397 0.3227 -0.09503 -0.121 0.1835 -0.0277 0.2577 0.3605 -0.2364 -0.1458 -0.3043 -0.08184 -0.2234 -0.202 -0.007022 -0.04162 -0.1305 0.1367 -0.1595 -0.3372 -0.3139 -0.4182 -0.06605 -0.009865 0.191 0.02745 -0.0631 0.01558 -0.1457 -0.2362 0.2009 -0.02155 -0.06245 0.00354 0.003678 -0.4519 0.01284 -0.06778
"56" -0.07092 -0.046 -0.1568 0.4122 -0.07817 0.02882 0.4248 0.1459 -0.007158 -0.4075 0.2048 -0.0562 -0.3587 -0.1549 -0.1183 0.05162 0.01682 0.1566 -0.008088 -0.1297 -0.2401 0.1082 -0.11 0.1732 0.3472 0.08776 0.1303 -0.01352 -0.07689 0.03979 -0.000354 -0.2225 -0.1434 0.2479 0.1514 0.05964 0.04894 0.1299 0.2408 -0.04547 0.2639 0.07381 0.1738 -0.05065 0.1084 -0.629 0.1578 -0.1643
"57" -0.1247 0.3288 -0.3203 0.1102 -0.2627 0.4351 -0.004096 -0.09109 0.435 0.05932 0.1667 0.2281 -0.3187 0.06339 -0.3564 0.08745 -0.01848 0.1277 -0.04508 0.1078 -0.3047 0.02767 0.2088 0.01334 -0.0677 0.1603 -0.03616 -0.04853 0.05311 0.03525 0.1285 -0.1256 -0.05516 0.1246 0.09696 -0.1927 -0.1508 0.1162 0.005977 0.4716 0.04247 0.1459 0.5588 0.07785 -0.3026 -0.2797 0.001778 -0.09994
"58" 0.3337 0.00388 -0.1146 0.1961 -0.3356 0.2681 0.208 0.2541 0.041 -0.2928 0.09745 0.129 0.1087 -0.05163 0.3444 -0.06395 0.03724 -0.0539 -0.0826 -0.07689 -0.07686 -0.1779 0.1362 0.1926 -0.1659 -0.03484 0.02412 -0.1535 -0.04235 -0.1004 -0.0505 0.1081 -0.2515 -0.1264 0.07815 0.08072 -0.008001 0.07219 -0.113 -0.4444 0.3401 0.2418 0.1069 -0.0752 0.1252 -0.2803 0.05657 -0.1803
"59" -0.01015 0.2325 -0.01434 0.1898 -0.4031 0.2184 0.3573 0.1936 0.09892 -0.1506 0.01653 0.04397 0.03624 -0.04927 -0.2101 0.02479 -0.03942 -0.2774 -0.08879 -0.1915 -0.09269 -0.2448 -0.06338 0.1386 -0.07292 -0.2107 -0.1041 -0.01223 -0.03718 -0.1934 -0.2574 -0.1383 -0.1108 -0.1549 0.1046 0.1627 -0.005817 -0.04172 -0.02126 -0.6772 -0.009325 0.1498 0.002283 0.2009 0.08723 -0.1843 -0.0437 -0.1048
"60" -0.3182 0.3538 0.1741 0.09064 0.04535 0.3689 -0.1501 -0.217 -0.02816 0.1892 0.3093 -0.09513 0.2196 0.173 0.2672 -0.2105 -0.05572 0.02626 -0.1047 -0.04275 -0.1331 -0.1387 -0.2108 -0.3636 -0.08744 -0.09394 -0.04694 0.01204 -0.4041 -0.1006 -0.2016 -0.09859 -0.2027 -0.4463 0.04974 -0.04308 -0.161 -0.1033 -0.02661 -0.1399 0.1413 0.1925 0.06324 -0.001575 0.1552 -0.1645 -0.05524 -0.01434
"61" -0.0008105 0.1385 0.08114 0.1083 -0.2844 0.4182 0.3583 0.07597 0.2182 0.07995 -0.02998 0.00832 0.1977 0.09947 0.2036 -0.07414 0.2909 -0.1101 -0.005353 -0.1078 -0.1503 -0.2034 0.03435 -0.08371 -0.03582 -0.2152 -0.1139 -0.09527 -0.1171 -0.006 -0.2589 -0.3678 -0.01114 -0.1893 -0.07878 -0.06898 -0.236 0.06154 -0.1555 -0.1151 0.0414 0.09448 -0.2522 -0.1765 -0.02196 -0.1644 -0.06384 -0.2635
"62" 0.2106 0.4841 -0.01467 -0.1145 -0.1722 0.4632 -0.3289 0.3009 -0.01024 0.2428 -0.5309 0.2115 0.04294 0.05901 -0.1713 0.04885 -0.1053 0.07796 -0.245 -0.1111 -0.01467 -0.01807 -0.2194 0.07266 0.07174 -0.03795 -0.7149 -0.08378 -0.3389 -0.02638 -0.2586 -0.05096 0.06657 -0.3413 -0.02597 0.245 -0.1274 -0.05481 -0.3022 -0.1338 0.255 0.06493 -0.06021 -0.3046 -0.0598 -0.02587 -0.4884 -0.213
"63" -0.1948 0.1227 0.002864 0.4282 -0.2063 0.2325 -0.07111 -0.2868 -0.01361 0.008726 -0.006312 -0.007105 -0.2778 -0.1717 -0.01551 -0.1256 0.1252 0.3355 0.01374 -0.08934 0.01012 -0.02433 -0.01844 -0.142 0.1335 0.1674 -0.05235 -0.1472 -0.589 0.03086 -0.308 -0.09364 -0.1942 0.05577 0.1673 0.0269 -0.4114 0.04227 0.09514 -0.04267 0.1748 -0.004304 0.1236 -0.2617 -0.2027 -0.5868 0.03692 -0.135
"64" -0.1162 -0.282 0.02856 -0.006456 -0.05386 0.2957 -0.1029 0.03559 0.01356 0.2412 0.1252 0.09836 -0.04417 0.1207 0.03161 -0.1414 0.1285 0.4795 -0.1056 -0.1874 -0.406 -0.1642 -0.001953 0.03073 -0.06848 -0.09285 -0.1657 -0.1303 -0.1843 -0.1695 -0.4622 -0.05317 0.03902 -0.07202 -0.1706 -0.07388 -0.2195 0.1248 0.1152 0.1915 0.1266 0.04405 0.3803 -0.3592 0.02712 -0.3389 0.1206 -0.1946
"65" 0.1785 -0.3296 -0.06322 0.1877 0.139 0.4671 0.0223 0.1658 0.03983 -0.637 -0.06528 0.07996 0.1849 -0.1123 0.1516 -0.09987 -0.411 0.1254 -0.07512 -0.2228 -0.2707 -0.1005 -0.3645 0.06559 -0.008587 -0.372 -0.3971 -0.07066 -0.4031 -0.3979 -0.06748 -0.4406 -0.1256 0.09251 0.06778 -0.01962 -0.03599 0.09767 0.06219 0.2924 0.08271 0.04624 0.1186 -0.1623 -0.01383 -0.5685 0.02629 0.05915
"66" -0.06237 0.3756 0.002001 0.02694 -0.1627 0.1065 -0.009678 0.1454 0.1219 0.1398 0.05543 0.2428 -0.08143 0.1805 0.1678 -0.03265 0.009652 -0.1545 0.0991 -0.2655 -0.4085 0.2047 -0.0779 -0.1075 0.1171 -0.4712 -0.5616 -0.04001 -0.3483 -0.1992 -0.4934 0.0284 -0.123 -0.4331 0.2749 0.06475 -0.3044 0.01714 0.07558 -0.02508 0.04084 0.04636 0.4404 0.03114 -0.1906 -0.6087 0.09653 -0.2253
"67" 0.03324 0.5377 0.1899 0.112 0.1439 0.2203 0.03429 -0.1678 -0.04867 0.2104 0.2419 0.1105 -0.4293 -0.006867 0.08205 -0.4927 -0.05426 -0.06356 0.03344 -0.1433 -0.21 0.2953 -0.1631 0.03059 0.4359 -0.09305 -0.2689 -0.1236 -0.1371 0.01607 -0.6101 -0.04079 -0.1579 -0.04634 0.205 -0.1478 0.09509 0.04879 -0.03849 0.1503 0.06947 0.08884 -0.002002 0.0635 0.1093 0.01788 0.2805 -0.145
"68" -0.02222 0.2972 0.04124 0.09322 -0.1586 0.2307 -0.07068 0.144 0.3052 -0.001546 0.09448 0.07267 -0.2341 -0.1719 0.077 0.03335 -0.2212 0.1424 0.2281 -0.2185 -0.07691 0.01555 -0.4536 -0.04667 -0.2205 0.1399 -0.09091 -0.1869 -0.1205 0.1086 -0.2156 0.06519 -0.313 0.008317 0.1027 0.1358 -0.05258 0.001734 0.01488 0.08817 0.1893 0.1279 0.2813 -0.1597 0.003649 -0.08494 0.1533 -0.211
"69" 0.02135 -0.0187 -0.2413 -0.02173 -0.09479 0.3344 -0.05038 -0.1383 0.1764 -0.06972 0.3769 -0.06018 0.07172 0.196 0.1102 -0.3822 -0.05037 -0.1425 0.00457 -0.1131 -0.2092 -0.187 -0.0549 0.1886 -0.2926 -0.0109 -0.1476 -0.1841 -0.2635 -0.1789 -0.1307 -0.2671 -0.06872 -0.1215 0.01816 0.06091 0.187 -0.02131 -0.2047 0.0568 0.04339 0.03818 -0.4129 0.1485 0.1032 -0.3869 0.05141 -0.461
"70" 0.1014 NA -0.1109 0.0702 -0.144 0.1402 0.246 0.01295 0.2139 -0.2612 0.1583 -0.01855 0.08179 0.1969 -0.1111 0.1251 -0.02853 -0.06684 -0.1667 -0.2465 -0.1948 -0.02356 0.02226 -0.1512 -0.0008407 -0.1489 -0.1669 -0.0932 0.2349 -0.2933 -0.3052 0.03319 0.0333 0.1074 -0.01447 0.08032 0.2498 0.2148 -0.1788 0.008335 0.1247 0.2552 0.1912 0.335 -0.1168 -0.6646 0.1205 -0.234
"71" 0.1584 NA 0.1406 0.3833 -0.134 0.4649 0.1467 0.2983 -0.03336 0.08974 0.1275 0.1044 -0.004595 0.1331 0.007522 -0.1206 -0.2024 -0.3252 -0.2056 -0.1304 -0.08771 -0.2757 0.07975 -0.03829 0.004422 0.1821 0.3191 -0.2364 -0.4468 -0.32 0.06611 -0.2375 0.04584 0.1667 0.1621 -0.05081 0.3349 -0.003771 -0.1115 0.1672 0.2804 0.2164 0.2093 -0.06055 0.09791 -0.2793 0.2382 -0.1139
"72" 0.06795 NA 0.007875 0.09318 -0.3243 0.3532 0.2266 0.07472 0.221 -0.1526 0.06636 0.00526 -0.1878 0.4599 -0.09014 -0.2002 0.07684 0.009076 0.03912 -0.1386 -0.1067 -0.1858 -0.2036 0.07518 0.1419 -0.1901 -0.4503 0.07025 0.08638 -0.2189 -0.2003 0.0807 0.04756 -0.1243 0.1114 0.1811 0.2682 0.138 -0.07099 0.08333 0.1045 0.08077 0.3256 0.01176 0.07599 -0.2391 0.1209 -0.02471
"73" 0.137 NA 0.1446 0.01097 -0.1314 0.2981 0.1769 0.18 0.2408 0.1967 -0.0443 0.07486 0.01584 NA 0.05829 0.1108 0.1191 0.09784 -0.1966 -0.2475 -0.1156 -0.1525 0.03037 -0.07542 -0.1339 -0.2417 -0.3188 -0.2157 0.01552 -0.4885 0.2167 -0.05345 0.01185 -0.3122 0.03437 -0.05727 0.02956 -0.0106 -0.09388 0.3603 -0.04474 0.1235 0.2615 -0.04136 0.09038 -0.3037 0.1157 -0.2162
"74" 0.1127 NA 0.1362 0.08586 0.06053 0.3493 0.1055 -0.1438 -0.0768 -0.4717 -0.1218 0.3776 0.04112 NA 0.1216 -0.001665 0.06275 0.1411 -0.2001 -0.3323 -0.2464 -0.08036 0.07961 0.07212 -0.07475 0.1398 -0.2745 -0.0432 -0.2054 -0.3192 -0.4298 -0.1887 -0.3172 -0.1545 0.09056 0.02297 0.2305 0.02191 -0.2898 -0.4215 0.3798 0.112 0.06477 0.05038 0.09624 -0.3688 0.0471 -0.3306
"75" -0.06181 NA 0.2528 -0.02084 -0.2509 0.2863 0.2028 -0.01688 0.0006829 -0.08693 0.02406 0.3834 -0.2242 NA 0.1541 0.3176 0.01278 -0.4179 0.2648 -0.0642 -0.485 -0.1712 -0.02654 0.07029 -0.2914 0.1371 -0.3764 0.06358 0.1573 0.07529 -0.3739 -0.419 -0.4363 -0.3952 0.1109 -0.01216 0.4267 0.0837 -0.3351 -0.03509 0.06098 0.2595 0.1833 0.06581 -0.07006 -0.3208 -0.05955 -0.08416
"76" 0.06669 NA 0.0987 0.1619 -0.2218 0.293 0.1331 -0.1407 -0.1261 -0.05699 0.03513 0.1012 -0.5492 NA -0.2492 0.1772 -0.03173 0.06411 -0.2844 -0.2411 -0.3475 -0.05652 0.1397 -0.05358 0.2199 0.01704 0.2213 -0.2725 -0.08541 -0.05129 0.01956 -0.1597 -0.3642 -0.2987 -0.02822 0.07894 0.04158 0.07846 -0.1993 0.1951 0.2043 -0.03766 -0.007074 0.05026 0.1549 -0.09965 0.08789 0.05405
"77" 0.1001 NA 0.1651 0.1339 -0.03549 0.1414 0.2494 -0.0005635 -0.09161 -0.02957 -0.2111 -0.1945 0.2916 NA -0.2874 0.1376 0.03985 -0.2211 -0.281 -0.2842 -0.2436 -0.2241 0.1285 0.2194 -0.1687 -0.1874 -0.04818 -0.06216 0.307 -0.335 -0.1473 0.1385 -0.3125 -0.06134 0.1103 0.09415 0.01536 0.08879 -0.05828 -0.1195 0.126 -0.03987 -0.1225 -0.04203 -0.01326 -0.6043 0.0881 0.4206
"78" -0.1324 NA -0.0316 0.1524 -0.1386 0.3384 0.06768 -0.04263 0.1152 0.188 0.2677 0.1253 -0.0107 NA 0.09898 0.4213 0.06516 0.4764 -0.02309 -0.2683 -0.1964 -0.139 -0.2087 0.03218 0.01715 -0.1686 -0.05024 0.1419 -0.6178 -0.1651 0.09274 -0.08277 0.08507 -0.4188 0.01583 0.07676 -0.02568 NA -0.2608 -0.03928 -0.04034 0.05949 0.09887 0.1346 0.03799 -0.2189 0.09212 -0.1425
"79" 0.1032 NA 0.1238 0.196 -0.07651 0.2578 0.1028 -0.1086 0.08412 -0.02454 -0.1026 0.08361 0.08897 NA 0.04516 -0.05233 -0.03536 0.1199 0.1182 -0.2775 -0.309 -0.01804 0.06531 -0.0823 -0.2667 -0.0703 -0.2892 -0.2256 -0.006257 -0.6399 0.1174 -0.3064 0.1416 -0.2351 0.02424 -0.01215 0.215 NA -0.1267 0.1688 0.02102 -0.09246 -0.1336 0.06564 0.09213 -0.1388 0.006845 -0.3542
"80" 0.1086 NA 0.08261 0.03375 -0.0196 0.1227 0.05936 0.1896 -0.0527 -0.02088 0.05892 0.3045 -0.1884 NA 0.2872 0.157 0.002749 -0.1667 0.08966 -0.2009 -0.408 0.07819 -0.09601 -0.0649 -0.02319 -0.16 -0.2905 -0.029 0.07953 -0.2728 -0.1155 -0.039 -0.1517 0.1306 -0.009408 0.09222 0.04457 NA 0.4055 0.1459 0.1105 -0.01921 0.2873 0.1111 0.05799 -0.4335 0.1815 -0.2683
"81" 0.1246 NA 0.1826 0.2435 -0.02878 0.4007 -0.06176 -0.03448 0.1521 0.02615 0.07599 0.1494 0.07083 NA 0.05742 -0.007068 -0.05884 0.07013 -0.1637 -0.2847 -0.1171 -0.03719 -0.006746 0.001342 -0.207 -0.2027 -0.2293 0.03913 -0.2187 -0.1849 -0.1442 0.0725 -0.1994 0.2219 -0.0357 -0.003196 0.07885 NA -0.07875 0.05127 0.02247 0.137 0.1256 -0.01703 -0.136 -0.1823 0.008006 -0.4552
"82" 0.1497 NA 0.05123 0.09321 -0.09907 0.2731 0.3045 -0.2981 0.3134 0.05985 0.1295 0.3031 0.03052 NA 0.1461 -0.02013 -0.07296 0.06267 0.03009 -0.1302 -0.2804 0.01893 0.09237 -0.1006 -0.3026 0.01269 -0.0977 -0.1405 -0.1716 -0.1611 -0.1396 0.02274 -0.1025 -0.2523 0.2147 -0.01635 0.1067 NA -0.00967 0.1129 0.05184 0.0238 0.03444 0.308 0.03292 -0.1999 0.1912 -0.2088
"83" 0.04975 NA 0.198 0.03163 -0.1752 0.1738 0.08706 -0.106 0.1371 0.1534 0.03933 -0.01228 -0.01256 NA 0.06744 0.1629 -0.1018 0.1271 0.08864 -0.2799 -0.2845 -0.1833 -0.07247 -0.04597 -0.02793 -0.03805 -0.06871 -0.1405 -0.4258 -0.2684 -0.04318 -0.3332 -0.1225 0.2472 0.03892 0.03001 -0.1059 NA -0.02132 0.03929 -0.2526 -0.01823 0.2669 0.2174 -0.07555 -0.7158 0.1686 -0.0113
"84" 0.06586 NA 0.09348 0.2838 0.02189 0.3566 0.03092 -0.07762 -0.007788 0.1769 0.08079 -0.03516 0.1045 NA -0.3273 0.03236 -0.1412 0.01358 -0.05454 -0.185 -0.2271 0.2025 -0.1238 -0.1158 0.2503 0.1828 -0.3321 -0.06571 -0.2165 -0.2027 -0.2425 -0.06047 -0.2102 -0.35 -0.003449 0.1175 0.1923 NA -0.1531 -0.1148 0.06561 0.0605 0.08614 0.1094 0.001162 -0.3194 -0.09272 -0.05419
"85" 0.09739 NA 0.06751 0.1497 -0.3879 0.1987 -0.1037 0.3383 0.05079 -0.141 0.09755 0.1331 -0.1921 NA 0.09303 0.1483 -0.01597 -0.09135 -0.208 -0.1307 -0.185 -0.08649 0.04493 -0.04221 -0.1849 -0.1273 -0.4004 -0.08978 -0.2251 -0.1013 -0.3679 0.1784 -0.2569 -0.8169 0.03383 0.1229 -0.1283 NA 0.06917 -0.07259 0.1204 0.06759 -0.05001 0.1138 0.112 -0.2756 0.0996 -0.1269
"86" 0.1151 NA 0.06286 0.2951 -0.273 0.1212 0.1423 0.2734 0.08054 -0.1861 -0.1525 -0.18 -0.2274 NA -0.04277 -0.1389 -0.06837 -0.36 -0.344 -0.239 -0.2928 -0.1456 0.1295 -0.2113 -0.1357 -0.5248 -0.3136 -0.1409 -0.006641 -0.1477 -0.4256 -0.02701 -0.1189 -0.05142 -0.07637 0.03754 0.2511 NA 0.03521 -0.1336 0.1625 0.08507 0.1217 0.06457 -0.1219 -0.5735 0.0585 -0.04777
"87" 0.311 NA 0.08385 0.1277 0.1566 0.2394 0.141 -0.01805 0.001218 -0.1019 0.03305 0.2129 -0.09094 NA -0.08114 -0.2079 0.08998 -0.1291 0.1828 -0.03825 -0.1588 0.1239 -0.005402 0.05109 -0.05157 -0.1364 -0.2664 -0.1161 -0.2218 -0.3981 -0.4468 -0.05129 -0.1049 0.1712 0.1351 0.07001 0.2504 NA 0.01381 0.1293 -0.02498 0.2087 0.1091 0.1205 -0.02721 -0.2831 0.0632 -0.3157
"88" 0.111 NA 0.003872 0.3019 -0.2986 0.2138 -0.2354 0.2084 0.2184 0.2137 -0.1451 -0.03645 0.06001 NA 0.03175 0.08634 0.1236 -0.1655 -0.3555 -0.1223 -0.2769 0.1282 0.0613 0.0273 -0.312 -0.02354 -0.1033 -0.3544 -0.4405 -0.3276 -0.1869 -0.0699 -0.355 0.1569 0.04507 -0.1782 0.1797 NA -0.01108 -0.01969 0.07947 0.189 0.2317 0.04389 0.01109 -0.1659 0.1151 -0.1818
"89" 0.0174 NA 0.03648 0.2933 -0.06918 0.405 0.1147 0.1962 -0.2429 0.1496 -0.07482 0.006042 0.03204 NA 0.316 0.09598 -0.043 0.3248 0.04369 -0.2171 -0.1299 -0.02089 -0.08928 -0.06163 0.03942 -0.1219 -0.09738 -0.001143 -0.3513 -0.1265 -0.7151 -0.1654 -0.06014 0.1811 0.07299 -0.005179 0.04005 NA -0.04107 0.1071 -0.03843 0.05518 0.06745 -0.2587 -0.1173 -0.4938 0.02656 -0.1472
"90" 0.02581 NA -0.222 0.2874 -0.109 0.09893 0.07696 -0.1044 0.1681 -0.2951 0.1732 -0.2209 -0.07738 NA 0.04748 0.093 0.01096 0.05877 -0.1919 -0.1779 -0.1994 0.009406 -0.2138 0.05467 0.392 -0.1157 -0.2703 -0.0581 -0.2116 -0.03746 -0.01008 0.02526 -0.08011 -0.086 -0.01171 -0.03196 0.1073 NA -0.1242 -0.05337 0.01158 0.0887 0.1475 -0.2569 -0.05722 -0.6905 -0.009557 -0.1425
"91" 0.06875 NA 0.121 0.1652 -0.1857 0.5056 0.086 -0.1149 -0.02287 NA 0.1223 0.4005 0.06373 NA 0.3084 0.09337 0.06222 -0.2144 -0.09324 -0.1306 -0.1069 -0.01788 -0.1771 0.152 -0.07546 -0.06617 -0.1143 -0.08513 -0.03085 -0.08492 NA 0.1245 -0.05393 -0.06789 0.1895 0.08364 0.05836 NA -0.1481 0.04108 0.1757 0.1068 0.1786 -0.0008098 0.07051 -0.2141 -0.1012 -0.1492
"92" 0.03265 NA 0.1193 -0.006259 -0.1405 0.196 0.06425 0.3083 0.1001 NA 0.05642 0.1221 -0.3216 NA 0.0832 -0.02818 -0.02404 -0.318 -0.1845 -0.1113 -0.2918 -0.09352 -0.05372 -0.1047 0.0204 -0.2786 0.02736 -0.07702 0.3674 -0.2366 NA -0.1755 -0.0087 0.06694 0.104 -0.01972 -0.1727 NA -0.08035 -0.3003 -0.1198 0.0291 0.02512 -0.03086 -0.1026 -0.1222 0.1176 -0.02739
"93" 0.009929 NA 0.2438 -0.007783 0.05291 0.1953 -0.348 0.03511 0.2113 NA 0.1987 0.2991 -0.0929 NA 0.1396 0.1126 0.1455 0.07178 -0.1206 -0.1271 -0.2234 -0.3764 -0.07701 -0.009759 -0.3178 -0.03728 -0.291 -0.0863 -0.03149 0.02951 NA -0.01911 -0.3073 0.1826 -0.001279 -0.02498 0.03006 NA -0.1138 0.06365 -0.1044 0.09107 0.2013 0.009542 -0.01022 -0.3161 -0.03034 -0.4817
