"trpa1gr28bdCo" "trpa1gr28bd" "hl8" "5htr1bchag80" "58e02thg80" "mb065b" "thd1" "thg1" "thf3" "mb301b" "mb060b" "thf2" "thf1" "thd4" "5htr1b" "mb056b" "mb299c" "thg4chag80" "58e02" "thc1" "mb304b" "mb315c" "thg4thg80" "mb025b" "mb032b" "mb058b" "mb438b" "mz840" "mb439b" "mz840np6510" "mb109b" "thdprime" "np6510" "np1528" "np47" "np6510np5272" "np47chag80" "mz19" "np5272" "mz19chag80" "np5272mz840"
"56" 0.1578 -0.629 0.02882 -0.046 0.4122 -0.0562 0.04894 0.1738 0.07381 -0.1183 0.2048 0.2639 -0.04547 0.1299 -0.07092 -0.007158 -0.1549 -0.05065 -0.1568 0.05964 0.05162 0.01682 0.1084 0.4248 0.1459 -0.4075 0.1566 0.1082 -0.008088 -0.11 -0.3587 0.2408 -0.2225 -0.01352 0.08776 -0.1434 0.1303 -0.1297 0.03979 -0.2401 -0.000354
"57" 0.001778 -0.2797 0.4351 0.3288 0.1102 0.2281 -0.1508 0.5588 0.1459 -0.3564 0.1667 0.04247 0.4716 0.1162 -0.1247 0.435 0.06339 0.07785 -0.3203 -0.1927 0.08745 -0.01848 -0.3026 -0.004096 -0.09109 0.05932 0.1277 0.02767 -0.04508 0.2088 -0.3187 0.005977 -0.1256 -0.04853 0.1603 -0.05516 -0.03616 0.1078 0.03525 -0.3047 0.1285
"58" 0.05657 -0.2803 0.2681 0.00388 0.1961 0.129 -0.008001 0.1069 0.2418 0.3444 0.09745 0.3401 -0.4444 0.07219 0.3337 0.041 -0.05163 -0.0752 -0.1146 0.08072 -0.06395 0.03724 0.1252 0.208 0.2541 -0.2928 -0.0539 -0.1779 -0.0826 0.1362 0.1087 -0.113 0.1081 -0.1535 -0.03484 -0.2515 0.02412 -0.07689 -0.1004 -0.07686 -0.0505
"59" -0.0437 -0.1843 0.2184 0.2325 0.1898 0.04397 -0.005817 0.002283 0.1498 -0.2101 0.01653 -0.009325 -0.6772 -0.04172 -0.01015 0.09892 -0.04927 0.2009 -0.01434 0.1627 0.02479 -0.03942 0.08723 0.3573 0.1936 -0.1506 -0.2774 -0.2448 -0.08879 -0.06338 0.03624 -0.02126 -0.1383 -0.01223 -0.2107 -0.1108 -0.1041 -0.1915 -0.1934 -0.09269 -0.2574
"60" -0.05524 -0.1645 0.3689 0.3538 0.09064 -0.09513 -0.161 0.06324 0.1925 0.2672 0.3093 0.1413 -0.1399 -0.1033 -0.3182 -0.02816 0.173 -0.001575 0.1741 -0.04308 -0.2105 -0.05572 0.1552 -0.1501 -0.217 0.1892 0.02626 -0.1387 -0.1047 -0.2108 0.2196 -0.02661 -0.09859 0.01204 -0.09394 -0.2027 -0.04694 -0.04275 -0.1006 -0.1331 -0.2016
"61" -0.06384 -0.1644 0.4182 0.1385 0.1083 0.00832 -0.236 -0.2522 0.09448 0.2036 -0.02998 0.0414 -0.1151 0.06154 -0.0008105 0.2182 0.09947 -0.1765 0.08114 -0.06898 -0.07414 0.2909 -0.02196 0.3583 0.07597 0.07995 -0.1101 -0.2034 -0.005353 0.03435 0.1977 -0.1555 -0.3678 -0.09527 -0.2152 -0.01114 -0.1139 -0.1078 -0.006 -0.1503 -0.2589
"62" -0.4884 -0.02587 0.4632 0.4841 -0.1145 0.2115 -0.1274 -0.06021 0.06493 -0.1713 -0.5309 0.255 -0.1338 -0.05481 0.2106 -0.01024 0.05901 -0.3046 -0.01467 0.245 0.04885 -0.1053 -0.0598 -0.3289 0.3009 0.2428 0.07796 -0.01807 -0.245 -0.2194 0.04294 -0.3022 -0.05096 -0.08378 -0.03795 0.06657 -0.7149 -0.1111 -0.02638 -0.01467 -0.2586
"63" 0.03692 -0.5868 0.2325 0.1227 0.4282 -0.007105 -0.4114 0.1236 -0.004304 -0.01551 -0.006312 0.1748 -0.04267 0.04227 -0.1948 -0.01361 -0.1717 -0.2617 0.002864 0.0269 -0.1256 0.1252 -0.2027 -0.07111 -0.2868 0.008726 0.3355 -0.02433 0.01374 -0.01844 -0.2778 0.09514 -0.09364 -0.1472 0.1674 -0.1942 -0.05235 -0.08934 0.03086 0.01012 -0.308
"64" 0.1206 -0.3389 0.2957 -0.282 -0.006456 0.09836 -0.2195 0.3803 0.04405 0.03161 0.1252 0.1266 0.1915 0.1248 -0.1162 0.01356 0.1207 -0.3592 0.02856 -0.07388 -0.1414 0.1285 0.02712 -0.1029 0.03559 0.2412 0.4795 -0.1642 -0.1056 -0.001953 -0.04417 0.1152 -0.05317 -0.1303 -0.09285 0.03902 -0.1657 -0.1874 -0.1695 -0.406 -0.4622
"65" 0.02629 -0.5685 0.4671 -0.3296 0.1877 0.07996 -0.03599 0.1186 0.04624 0.1516 -0.06528 0.08271 0.2924 0.09767 0.1785 0.03983 -0.1123 -0.1623 -0.06322 -0.01962 -0.09987 -0.411 -0.01383 0.0223 0.1658 -0.637 0.1254 -0.1005 -0.07512 -0.3645 0.1849 0.06219 -0.4406 -0.07066 -0.372 -0.1256 -0.3971 -0.2228 -0.3979 -0.2707 -0.06748
"66" 0.09653 -0.6087 0.1065 0.3756 0.02694 0.2428 -0.3044 0.4404 0.04636 0.1678 0.05543 0.04084 -0.02508 0.01714 -0.06237 0.1219 0.1805 0.03114 0.002001 0.06475 -0.03265 0.009652 -0.1906 -0.009678 0.1454 0.1398 -0.1545 0.2047 0.0991 -0.0779 -0.08143 0.07558 0.0284 -0.04001 -0.4712 -0.123 -0.5616 -0.2655 -0.1992 -0.4085 -0.4934
"67" 0.2805 0.01788 0.2203 0.5377 0.112 0.1105 0.09509 -0.002002 0.08884 0.08205 0.2419 0.06947 0.1503 0.04879 0.03324 -0.04867 -0.006867 0.0635 0.1899 -0.1478 -0.4927 -0.05426 0.1093 0.03429 -0.1678 0.2104 -0.06356 0.2953 0.03344 -0.1631 -0.4293 -0.03849 -0.04079 -0.1236 -0.09305 -0.1579 -0.2689 -0.1433 0.01607 -0.21 -0.6101
"68" 0.1533 -0.08494 0.2307 0.2972 0.09322 0.07267 -0.05258 0.2813 0.1279 0.077 0.09448 0.1893 0.08817 0.001734 -0.02222 0.3052 -0.1719 -0.1597 0.04124 0.1358 0.03335 -0.2212 0.003649 -0.07068 0.144 -0.001546 0.1424 0.01555 0.2281 -0.4536 -0.2341 0.01488 0.06519 -0.1869 0.1399 -0.313 -0.09091 -0.2185 0.1086 -0.07691 -0.2156
"69" 0.05141 -0.3869 0.3344 -0.0187 -0.02173 -0.06018 0.187 -0.4129 0.03818 0.1102 0.3769 0.04339 0.0568 -0.02131 0.02135 0.1764 0.196 0.1485 -0.2413 0.06091 -0.3822 -0.05037 0.1032 -0.05038 -0.1383 -0.06972 -0.1425 -0.187 0.00457 -0.0549 0.07172 -0.2047 -0.2671 -0.1841 -0.0109 -0.06872 -0.1476 -0.1131 -0.1789 -0.2092 -0.1307
"70" 0.1205 -0.6646 0.1402 NA 0.0702 -0.01855 0.2498 0.1912 0.2552 -0.1111 0.1583 0.1247 0.008335 0.2148 0.1014 0.2139 0.1969 0.335 -0.1109 0.08032 0.1251 -0.02853 -0.1168 0.246 0.01295 -0.2612 -0.06684 -0.02356 -0.1667 0.02226 0.08179 -0.1788 0.03319 -0.0932 -0.1489 0.0333 -0.1669 -0.2465 -0.2933 -0.1948 -0.3052
"71" 0.2382 -0.2793 0.4649 NA 0.3833 0.1044 0.3349 0.2093 0.2164 0.007522 0.1275 0.2804 0.1672 -0.003771 0.1584 -0.03336 0.1331 -0.06055 0.1406 -0.05081 -0.1206 -0.2024 0.09791 0.1467 0.2983 0.08974 -0.3252 -0.2757 -0.2056 0.07975 -0.004595 -0.1115 -0.2375 -0.2364 0.1821 0.04584 0.3191 -0.1304 -0.32 -0.08771 0.06611
"72" 0.1209 -0.2391 0.3532 NA 0.09318 0.00526 0.2682 0.3256 0.08077 -0.09014 0.06636 0.1045 0.08333 0.138 0.06795 0.221 0.4599 0.01176 0.007875 0.1811 -0.2002 0.07684 0.07599 0.2266 0.07472 -0.1526 0.009076 -0.1858 0.03912 -0.2036 -0.1878 -0.07099 0.0807 0.07025 -0.1901 0.04756 -0.4503 -0.1386 -0.2189 -0.1067 -0.2003
"73" 0.1157 -0.3037 0.2981 NA 0.01097 0.07486 0.02956 0.2615 0.1235 0.05829 -0.0443 -0.04474 0.3603 -0.0106 0.137 0.2408 NA -0.04136 0.1446 -0.05727 0.1108 0.1191 0.09038 0.1769 0.18 0.1967 0.09784 -0.1525 -0.1966 0.03037 0.01584 -0.09388 -0.05345 -0.2157 -0.2417 0.01185 -0.3188 -0.2475 -0.4885 -0.1156 0.2167
"74" 0.0471 -0.3688 0.3493 NA 0.08586 0.3776 0.2305 0.06477 0.112 0.1216 -0.1218 0.3798 -0.4215 0.02191 0.1127 -0.0768 NA 0.05038 0.1362 0.02297 -0.001665 0.06275 0.09624 0.1055 -0.1438 -0.4717 0.1411 -0.08036 -0.2001 0.07961 0.04112 -0.2898 -0.1887 -0.0432 0.1398 -0.3172 -0.2745 -0.3323 -0.3192 -0.2464 -0.4298
"75" -0.05955 -0.3208 0.2863 NA -0.02084 0.3834 0.4267 0.1833 0.2595 0.1541 0.02406 0.06098 -0.03509 0.0837 -0.06181 0.0006829 NA 0.06581 0.2528 -0.01216 0.3176 0.01278 -0.07006 0.2028 -0.01688 -0.08693 -0.4179 -0.1712 0.2648 -0.02654 -0.2242 -0.3351 -0.419 0.06358 0.1371 -0.4363 -0.3764 -0.0642 0.07529 -0.485 -0.3739
"76" 0.08789 -0.09965 0.293 NA 0.1619 0.1012 0.04158 -0.007074 -0.03766 -0.2492 0.03513 0.2043 0.1951 0.07846 0.06669 -0.1261 NA 0.05026 0.0987 0.07894 0.1772 -0.03173 0.1549 0.1331 -0.1407 -0.05699 0.06411 -0.05652 -0.2844 0.1397 -0.5492 -0.1993 -0.1597 -0.2725 0.01704 -0.3642 0.2213 -0.2411 -0.05129 -0.3475 0.01956
"77" 0.0881 -0.6043 0.1414 NA 0.1339 -0.1945 0.01536 -0.1225 -0.03987 -0.2874 -0.2111 0.126 -0.1195 0.08879 0.1001 -0.09161 NA -0.04203 0.1651 0.09415 0.1376 0.03985 -0.01326 0.2494 -0.0005635 -0.02957 -0.2211 -0.2241 -0.281 0.1285 0.2916 -0.05828 0.1385 -0.06216 -0.1874 -0.3125 -0.04818 -0.2842 -0.335 -0.2436 -0.1473
"78" 0.09212 -0.2189 0.3384 NA 0.1524 0.1253 -0.02568 0.09887 0.05949 0.09898 0.2677 -0.04034 -0.03928 NA -0.1324 0.1152 NA 0.1346 -0.0316 0.07676 0.4213 0.06516 0.03799 0.06768 -0.04263 0.188 0.4764 -0.139 -0.02309 -0.2087 -0.0107 -0.2608 -0.08277 0.1419 -0.1686 0.08507 -0.05024 -0.2683 -0.1651 -0.1964 0.09274
"79" 0.006845 -0.1388 0.2578 NA 0.196 0.08361 0.215 -0.1336 -0.09246 0.04516 -0.1026 0.02102 0.1688 NA 0.1032 0.08412 NA 0.06564 0.1238 -0.01215 -0.05233 -0.03536 0.09213 0.1028 -0.1086 -0.02454 0.1199 -0.01804 0.1182 0.06531 0.08897 -0.1267 -0.3064 -0.2256 -0.0703 0.1416 -0.2892 -0.2775 -0.6399 -0.309 0.1174
"80" 0.1815 -0.4335 0.1227 NA 0.03375 0.3045 0.04457 0.2873 -0.01921 0.2872 0.05892 0.1105 0.1459 NA 0.1086 -0.0527 NA 0.1111 0.08261 0.09222 0.157 0.002749 0.05799 0.05936 0.1896 -0.02088 -0.1667 0.07819 0.08966 -0.09601 -0.1884 0.4055 -0.039 -0.029 -0.16 -0.1517 -0.2905 -0.2009 -0.2728 -0.408 -0.1155
"81" 0.008006 -0.1823 0.4007 NA 0.2435 0.1494 0.07885 0.1256 0.137 0.05742 0.07599 0.02247 0.05127 NA 0.1246 0.1521 NA -0.01703 0.1826 -0.003196 -0.007068 -0.05884 -0.136 -0.06176 -0.03448 0.02615 0.07013 -0.03719 -0.1637 -0.006746 0.07083 -0.07875 0.0725 0.03913 -0.2027 -0.1994 -0.2293 -0.2847 -0.1849 -0.1171 -0.1442
"82" 0.1912 -0.1999 0.2731 NA 0.09321 0.3031 0.1067 0.03444 0.0238 0.1461 0.1295 0.05184 0.1129 NA 0.1497 0.3134 NA 0.308 0.05123 -0.01635 -0.02013 -0.07296 0.03292 0.3045 -0.2981 0.05985 0.06267 0.01893 0.03009 0.09237 0.03052 -0.00967 0.02274 -0.1405 0.01269 -0.1025 -0.0977 -0.1302 -0.1611 -0.2804 -0.1396
"83" 0.1686 -0.7158 0.1738 NA 0.03163 -0.01228 -0.1059 0.2669 -0.01823 0.06744 0.03933 -0.2526 0.03929 NA 0.04975 0.1371 NA 0.2174 0.198 0.03001 0.1629 -0.1018 -0.07555 0.08706 -0.106 0.1534 0.1271 -0.1833 0.08864 -0.07247 -0.01256 -0.02132 -0.3332 -0.1405 -0.03805 -0.1225 -0.06871 -0.2799 -0.2684 -0.2845 -0.04318
"84" -0.09272 -0.3194 0.3566 NA 0.2838 -0.03516 0.1923 0.08614 0.0605 -0.3273 0.08079 0.06561 -0.1148 NA 0.06586 -0.007788 NA 0.1094 0.09348 0.1175 0.03236 -0.1412 0.001162 0.03092 -0.07762 0.1769 0.01358 0.2025 -0.05454 -0.1238 0.1045 -0.1531 -0.06047 -0.06571 0.1828 -0.2102 -0.3321 -0.185 -0.2027 -0.2271 -0.2425
"85" 0.0996 -0.2756 0.1987 NA 0.1497 0.1331 -0.1283 -0.05001 0.06759 0.09303 0.09755 0.1204 -0.07259 NA 0.09739 0.05079 NA 0.1138 0.06751 0.1229 0.1483 -0.01597 0.112 -0.1037 0.3383 -0.141 -0.09135 -0.08649 -0.208 0.04493 -0.1921 0.06917 0.1784 -0.08978 -0.1273 -0.2569 -0.4004 -0.1307 -0.1013 -0.185 -0.3679
"86" 0.0585 -0.5735 0.1212 NA 0.2951 -0.18 0.2511 0.1217 0.08507 -0.04277 -0.1525 0.1625 -0.1336 NA 0.1151 0.08054 NA 0.06457 0.06286 0.03754 -0.1389 -0.06837 -0.1219 0.1423 0.2734 -0.1861 -0.36 -0.1456 -0.344 0.1295 -0.2274 0.03521 -0.02701 -0.1409 -0.5248 -0.1189 -0.3136 -0.239 -0.1477 -0.2928 -0.4256
"87" 0.0632 -0.2831 0.2394 NA 0.1277 0.2129 0.2504 0.1091 0.2087 -0.08114 0.03305 -0.02498 0.1293 NA 0.311 0.001218 NA 0.1205 0.08385 0.07001 -0.2079 0.08998 -0.02721 0.141 -0.01805 -0.1019 -0.1291 0.1239 0.1828 -0.005402 -0.09094 0.01381 -0.05129 -0.1161 -0.1364 -0.1049 -0.2664 -0.03825 -0.3981 -0.1588 -0.4468
"88" 0.1151 -0.1659 0.2138 NA 0.3019 -0.03645 0.1797 0.2317 0.189 0.03175 -0.1451 0.07947 -0.01969 NA 0.111 0.2184 NA 0.04389 0.003872 -0.1782 0.08634 0.1236 0.01109 -0.2354 0.2084 0.2137 -0.1655 0.1282 -0.3555 0.0613 0.06001 -0.01108 -0.0699 -0.3544 -0.02354 -0.355 -0.1033 -0.1223 -0.3276 -0.2769 -0.1869
"89" 0.02656 -0.4938 0.405 NA 0.2933 0.006042 0.04005 0.06745 0.05518 0.316 -0.07482 -0.03843 0.1071 NA 0.0174 -0.2429 NA -0.2587 0.03648 -0.005179 0.09598 -0.043 -0.1173 0.1147 0.1962 0.1496 0.3248 -0.02089 0.04369 -0.08928 0.03204 -0.04107 -0.1654 -0.001143 -0.1219 -0.06014 -0.09738 -0.2171 -0.1265 -0.1299 -0.7151
"90" -0.009557 -0.6905 0.09893 NA 0.2874 -0.2209 0.1073 0.1475 0.0887 0.04748 0.1732 0.01158 -0.05337 NA 0.02581 0.1681 NA -0.2569 -0.222 -0.03196 0.093 0.01096 -0.05722 0.07696 -0.1044 -0.2951 0.05877 0.009406 -0.1919 -0.2138 -0.07738 -0.1242 0.02526 -0.0581 -0.1157 -0.08011 -0.2703 -0.1779 -0.03746 -0.1994 -0.01008
"91" -0.1012 -0.2141 0.5056 NA 0.1652 0.4005 0.05836 0.1786 0.1068 0.3084 0.1223 0.1757 0.04108 NA 0.06875 -0.02287 NA -0.0008098 0.121 0.08364 0.09337 0.06222 0.07051 0.086 -0.1149 NA -0.2144 -0.01788 -0.09324 -0.1771 0.06373 -0.1481 0.1245 -0.08513 -0.06617 -0.05393 -0.1143 -0.1306 -0.08492 -0.1069 NA
"92" 0.1176 -0.1222 0.196 NA -0.006259 0.1221 -0.1727 0.02512 0.0291 0.0832 0.05642 -0.1198 -0.3003 NA 0.03265 0.1001 NA -0.03086 0.1193 -0.01972 -0.02818 -0.02404 -0.1026 0.06425 0.3083 NA -0.318 -0.09352 -0.1845 -0.05372 -0.3216 -0.08035 -0.1755 -0.07702 -0.2786 -0.0087 0.02736 -0.1113 -0.2366 -0.2918 NA
"93" -0.03034 -0.3161 0.1953 NA -0.007783 0.2991 0.03006 0.2013 0.09107 0.1396 0.1987 -0.1044 0.06365 NA 0.009929 0.2113 NA 0.009542 0.2438 -0.02498 0.1126 0.1455 -0.01022 -0.348 0.03511 NA 0.07178 -0.3764 -0.1206 -0.07701 -0.0929 -0.1138 -0.01911 -0.0863 -0.03728 -0.3073 -0.291 -0.1271 0.02951 -0.2234 NA
"94" 0.1174 -0.2279 0.3629 NA 0.2052 0.4483 0.2653 0.2357 0.04384 0.2399 0.02325 -0.07905 0.2426 NA -0.01015 0.08162 NA 0.1638 0.06502 0.02235 0.2216 -0.02563 0.0746 -0.008649 -0.2595 NA -0.4384 0.02066 0.07221 0.02866 -0.2288 -0.1076 -0.16 -0.04872 -0.1811 -0.418 -0.3443 -0.01965 -0.2019 -0.08853 NA
"95" 0.1553 -0.6751 0.07103 NA -0.01491 0.1625 0.1877 0.004214 0.08095 -0.0009466 0.02655 -0.2883 0.03818 NA 0.1133 0.07514 NA -0.03215 0.0253 0.02588 0.1406 0.07579 0.09294 -0.02678 0.5977 NA 0.2234 -0.1045 0.07255 0.04504 -0.07403 -0.113 -0.08963 -0.04056 -0.01198 0.07926 -0.2379 -0.2997 -0.04928 -0.117 NA
"96" 0.0657 -0.3602 0.0007204 NA 0.1873 0.07704 -0.02541 0.2172 -0.0392 0.137 0.1383 0.0746 0.0864 NA -0.003773 0.03948 NA 0.1122 -0.126 0.05133 0.007988 0.05998 -0.01335 0.009646 -0.2033 NA -0.157 0.2709 0.1987 -0.2598 -0.1954 -0.1575 -0.03769 -0.0007937 -0.2425 -0.1521 -0.2001 -0.1052 -0.1565 -0.02099 NA
"97" 0.06216 0.1821 0.2818 NA 0.148 0.3073 0.07893 0.01859 0.3803 0.1535 -0.05392 -0.1806 -0.08672 NA 0.07137 -0.06222 NA 0.07482 0.1519 -0.01932 0.04374 0.03934 0.1241 -0.09103 0.1293 NA -0.06897 0.8043 -0.1537 -0.1342 -0.1056 -0.1514 0.136 -0.04438 -0.4346 -0.06286 -0.1136 -0.06134 -0.4705 -0.1782 NA
"98" -0.03732 -0.1789 0.1247 NA 0.2705 0.1347 -0.00425 -0.01168 0.08238 0.266 0.1616 0.1281 -0.08205 NA 0.3172 0.06488 NA 0.04199 -0.09993 -0.06035 -0.06847 0.06349 -0.0416 -0.3258 0.01083 NA -0.07178 NA -0.1283 -0.2382 -0.05292 0.05592 -0.2905 0.0002909 0.02753 -0.05911 0.3049 -0.06279 0.02053 -0.0287 NA
"99" 0.09887 -0.08848 0.1309 NA 0.1614 0.08547 -0.04865 0.2115 -0.02073 0.003138 -0.05316 0.07973 0.4028 NA 0.1507 -0.02874 NA 0.14 0.2354 -0.02591 0.0066 -0.1384 -0.05849 -0.00515 -0.1147 NA -0.2239 NA -0.2114 0.02472 -0.1455 -0.161 -0.1473 -0.1248 -0.1431 -0.1722 0.02564 -0.149 -0.2255 -0.1177 NA
"100" 0.07037 0.01852 0.2823 NA 0.2066 -0.04194 0.05116 0.1539 -0.03891 -0.0401 0.0707 0.2353 0.2048 NA -0.01447 0.007855 NA 0.003743 0.06977 0.02377 0.07428 0.1866 -0.08418 -0.05537 -0.2495 NA 0.1146 NA 0.2091 -0.02918 0.1319 -0.1012 -0.101 0.1184 0.1843 -0.0703 -0.4297 -0.1823 -0.3533 0.07449 NA
"101" 0.1078 -0.4422 0.2894 NA 0.3921 0.02578 0.2059 0.1422 0.09553 -0.09195 0.02036 0.1104 0.1254 NA 0.03643 0.09943 NA -0.05117 0.1581 0.002391 0.04939 0.02246 -0.1096 -0.4094 -0.1724 NA -0.3466 NA -0.1321 0.07003 -0.2263 -0.1973 -0.1254 -0.2897 0.2449 -0.1088 -0.02833 -0.02684 -0.1065 -0.144 NA
"102" 0.08857 -0.3389 0.1732 NA 0.04972 0.1165 0.2678 0.06804 -0.1418 0.03419 0.1191 0.06943 0.1703 NA 0.03928 -0.08738 NA 0.08904 -0.1622 -0.09218 0.1464 -0.035 0.1872 0.1267 -0.2324 NA 0.2739 NA -0.3636 0.2293 -0.3291 -0.1179 0.09403 -0.02233 0.1546 -0.1421 -0.3653 -0.01785 -0.3108 -0.2875 NA
"103" 0.01152 -0.5361 0.2467 NA -0.01058 0.2125 0.06025 0.1555 0.1288 0.1318 -0.07424 -0.1263 0.2823 NA -0.01058 0.05946 NA 0.05046 -0.007656 -0.02776 0.1327 -0.08001 -0.1359 -0.078 -0.2735 NA 0.0792 NA 0.4742 0.04783 -0.1028 -0.1915 0.01927 -0.01143 -0.2081 -0.06925 -0.01905 -0.2378 -0.2934 -0.1348 NA
"104" 0.18 -0.3923 0.2308 NA 0.1991 -0.00292 0.2518 0.2301 0.1545 0.1912 0.2392 0.1349 0.04764 NA -0.005975 0.02028 NA 0.05066 0.1174 0.09849 -0.1798 -0.0176 0.08548 -0.04209 0.4212 NA 0.1022 NA -0.05948 0.03077 0.0679 -0.1889 -0.07604 -0.3033 0.1171 -0.1924 -0.192 -0.09611 -0.1013 -0.1645 NA
"105" -0.004165 -0.252 0.317 NA 0.3606 0.2883 -0.1401 -0.09982 0.09792 0.07135 0.2465 -0.04799 0.2513 NA 0.00489 0.1924 NA 0.06565 0.1302 0.1367 0.1978 -0.03156 0.07666 0.1703 NA NA -0.1608 NA 0.1474 0.106 0.08921 -0.2606 0.172 -0.224 -0.1428 -0.1782 -0.03261 -0.003864 -0.3485 -0.4013 NA
"106" 0.101 -0.438 0.08228 NA 0.1563 0.3773 0.01037 0.02712 0.1291 NA -0.431 -0.02086 -0.0479 NA 0.1138 -0.08067 NA -0.02612 0.1129 0.1201 0.7017 0.1912 0.02343 0.008481 NA NA -0.09714 NA 0.07195 -0.1851 -0.3084 -0.2412 0.1321 -0.05727 -0.409 -0.2065 -0.3207 -0.06597 -0.1461 -0.2572 NA
"107" 0.1104 -0.1675 0.1573 NA 0.3376 0.4917 0.08137 0.3601 -0.07279 NA -0.04509 0.1445 0.05333 NA 0.2754 -0.03354 NA 0.1629 0.105 0.01613 NA -0.1757 0.03284 -0.7962 NA NA 0.3072 NA -0.4203 -0.01716 0.05232 -0.1706 -0.2294 -0.1358 -0.22 0.01079 0.1723 -0.06819 -0.2513 -0.4299 NA
"108" -0.122 -0.6018 0.06542 NA 0.1677 0.1059 -0.04399 0.09162 0.1057 NA 0.1204 0.003862 -0.2866 NA -0.1056 0.1022 NA 0.09643 -0.1762 0.06433 NA 0.08467 0.04724 -0.5012 NA NA -0.2266 NA 0.2196 -0.03177 -0.03312 -0.09609 0.09085 -0.06191 -0.09305 -0.1247 -0.1388 -0.1787 -0.3282 -0.2483 NA
"109" 0.2612 -0.2501 0.02924 NA -0.1302 0.05923 0.1933 0.02381 0.05024 NA -0.07689 -0.1306 0.2017 NA 0.36 0.03294 NA 0.1021 -0.3072 0.09801 NA 0.08211 0.02973 0.3221 NA NA -0.07533 NA -0.2361 -0.1365 0.3501 -0.04044 0.06602 0.2661 -0.1052 -0.5275 0.03673 -0.1364 -0.2841 -0.04565 NA
"110" 0.176 -0.5499 0.2752 NA 0.06885 0.1467 0.108 0.32 0.07838 NA 0.1924 0.07553 -0.02753 NA 0.1605 -0.01189 NA 0.3384 0.002553 0.0843 NA -0.07428 0.0917 0.004154 NA NA 0.1475 NA 0.2398 0.1749 0.3308 -0.09819 -0.1074 -0.1142 -0.1001 -0.3161 0.1045 -0.05154 -0.1876 -0.2849 NA
"111" -0.01679 -0.6698 NA NA 0.1597 -0.05069 0.2941 0.1829 -0.06557 NA 0.307 0.0646 -0.03462 NA 0.04734 0.04496 NA 0.1696 0.1904 0.06438 NA 0.09795 0.04027 -0.3935 NA NA -0.162 NA -0.3075 0.1458 0.1387 -0.0312 -0.1491 0.09931 -0.134 -0.2173 0.112 -0.02166 -0.0353 -0.3813 NA
"112" 0.1432 -0.7055 NA NA 0.1876 0.254 0.2355 0.3994 0.06972 NA 0.2212 -0.01083 0.2149 NA 0.08341 -0.1706 NA 0.05393 -0.1413 0.01784 NA -0.004016 0.182 0.2074 NA NA -0.451 NA -0.2841 -0.1921 -0.2165 -0.1444 -0.1975 -0.04612 -0.2292 -0.1738 -0.5157 -0.1172 -0.4893 -0.3222 NA
"113" 0.2084 -0.5853 NA NA 0.1267 NA 0.2645 NA 0.005753 NA 0.1618 0.08184 0.3853 NA 0.06235 0.1564 NA -0.1149 0.1602 0.1305 NA 0.08776 -0.07549 -0.11 NA NA NA NA NA -0.3793 0.2924 0.06782 0.1171 NA -0.446 -0.1339 -0.01806 -0.1225 0.08108 -0.296 NA
"114" -0.1647 -0.3399 NA NA 0.04335 NA 0.04837 NA 0.1702 NA 0.2841 0.1355 0.01554 NA 0.01835 0.2668 NA 0.03729 -0.06922 -0.0615 NA 0.2146 0.06182 0.1161 NA NA NA NA NA -0.1276 -0.1977 -0.1168 -0.06319 NA -0.04839 -0.09667 -0.3639 -0.2583 -0.2604 -0.2586 NA
"115" NA -0.7085 NA NA 0.1679 NA NA NA 0.1633 NA 0.3776 NA 0.3513 NA 0.2185 0.07516 NA -0.298 NA NA NA NA 0.2964 NA NA NA NA NA NA -0.3014 -0.02892 -0.1873 0.1963 NA NA -0.0808 NA -0.0219 -0.1755 -0.1143 NA
"116" NA -0.5205 NA NA 0.071 NA NA NA 0.1379 NA 0.2024 NA NA NA 0.1478 0.1979 NA NA NA NA NA NA 0.09035 NA NA NA NA NA NA NA NA -0.02155 -0.2775 NA NA -0.2145 NA -0.3047 -0.4084 NA NA
"117" NA -0.7522 NA NA 0.236 NA NA NA 0.08887 NA -0.08318 NA NA NA -0.02806 NA NA NA NA NA NA NA 0.0972 NA NA NA NA NA NA NA NA -0.3307 NA NA NA -0.1065 NA -0.06082 NA NA NA
"118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.0203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.05672 NA NA NA
"119" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"120" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
