Learned-Helplesness-Experiment 	(TriplePlatform)  from  06.06.2018 13:02:24
	
software version: 	DoublePlatform_1.3 04-Jun-2014
	
Setup of Experiment: 	
	
Platform 1:	
ExpType:	Te	Te	M	M	Te	Te	M	M	Te	Te	
	
heated side:	right	right	right	right	right	right	right	right	right	right	
	
PIs:	 n. def.	 n. def.	 0.1083333	-0.6291667	 n. def.	 n. def.	-1	-0.5733333	 n. def.	 n. def.	
	
Platform 2:	
ExpType:	Te	Te	M_S	M_S	Te	Te	M_S	M_S	Te	Te	
	
heated side:	right	right	right	right	right	right	right	right	right	right	
	
PIs:	 n. def.	 n. def.	-0.82	-0.5908333	 n. def.	 n. def.	-0.1216667	-0.6725	 n. def.	 n. def.	
	
Platform 3:	
ExpType:	Te	Te	M_S	M_S	Te	Te	M_S	M_S	Te	Te	
	
heated side:	right	right	right	right	right	right	right	right	right	right	
	
PIs:	 n. def.	 n. def.	-0.7933334	 0.7066666	 n. def.	 n. def.	-0.009166666	-0.9358333	 n. def.	 n. def.	
	
duration [s]:	 120	 120	 120	 120	 120	 120	 120	 120	 120	 120	
	
total number of data points = 		 24002
sampling frequency [Hz] = 		 20
Hysteresis = 		 0
	
Comment: 	
------------------------------------	------------------------------------
	
 0	 0	 0	 0	 0
 1	 39	 1.630859	 3.178711	 2.104492
 2	 79	 1.630859	 3.144531	 2.163086
 3	 149	 1.660156	 3.149414	 2.197266
 4	 189	 1.645508	 3.15918	 2.211914
 5	 249	 1.635742	 3.164063	 2.236328
 6	 299	 1.640625	 3.139648	 2.231445
 7	 349	 1.625977	 3.139648	 2.260742
 8	 399	 1.640625	 3.139648	 2.231445
 9	 459	 1.645508	 3.178711	 2.133789
 10	 509	 1.630859	 3.188477	 2.104492
 11	 559	 1.625977	 3.198242	 2.104492
 12	 619	 1.630859	 3.198242	 2.104492
 13	 669	 1.650391	 3.188477	 2.133789
 14	 709	 1.640625	 3.208008	 2.119141
 15	 769	 1.630859	 3.188477	 2.148438
 16	 818	 1.625977	 2.993164	 2.128906
 17	 859	 1.625977	 2.958984	 2.104492
 18	 929	 1.621094	 2.924805	 2.084961
 19	 968	 1.640625	 2.973633	 2.163086
 20	 1019	 1.625977	 3.139648	 2.260742
 21	 1079	 1.621094	 3.178711	 2.480469
 22	 1129	 1.621094	 3.217773	 2.573242
 23	 1178	 1.635742	 3.261719	 2.612305
 24	 1238	 1.621094	 3.271484	 2.62207
 25	 1289	 1.616211	 3.305664	 2.597656
 26	 1329	 1.616211	 3.295898	 2.592773
 27	 1398	 1.616211	 3.320313	 2.568359
 28	 1448	 1.630859	 3.31543	 2.573242
 29	 1488	 1.621094	 3.320313	 2.558594
 30	 1548	 1.621094	 3.300781	 2.53418
 31	 1598	 1.616211	 3.271484	 2.543945
 32	 1639	 1.616211	 3.203125	 2.558594
 33	 1709	 1.630859	 3.129883	 2.573242
 34	 1748	 1.616211	 3.081055	 2.568359
 35	 1798	 1.611328	 3.071289	 2.53418
 36	 1858	 1.616211	 3.056641	 2.53418
 37	 1908	 1.630859	 3.032227	 2.509766
 38	 1958	 1.616211	 3.017578	 2.524414
 39	 2018	 1.611328	 3.017578	 2.529297
 40	 2068	 1.611328	 3.022461	 2.504883
 41	 2118	 1.611328	 2.900391	 2.5
 42	 2178	 1.625977	 2.851563	 2.504883
 43	 2228	 1.611328	 2.851563	 2.470703
 44	 2269	 1.611328	 2.827148	 2.441406
 45	 2328	 1.611328	 2.792969	 2.397461
 46	 2378	 1.621094	 2.783203	 2.358398
 47	 2418	 1.635742	 2.8125	 2.34375
 48	 2488	 1.621094	 2.802734	 2.30957
 49	 2528	 1.616211	 2.788086	 2.294922
 50	 2578	 1.621094	 2.77832	 2.270508
 51	 2638	 1.75293	 2.792969	 2.241211
 52	 2688	 1.816406	 2.783203	 2.236328
 53	 2738	 1.967773	 2.788086	 2.265625
 54	 2798	 2.021484	 2.822266	 2.182617
 55	 2849	 2.255859	 2.84668	 2.226563
 56	 2898	 2.5	 2.895508	 2.290039
 57	 2958	 2.788086	 2.900391	 2.416992
 58	 3008	 2.827148	 2.919922	 2.529297
 59	 3048	 2.939453	 2.978516	 2.568359
 60	 3108	 3.232422	 3.056641	 2.607422
 61	 3158	 3.305664	 3.105469	 2.607422
 62	 3208	 3.364258	 3.139648	 2.62207
 63	 3268	 3.374023	 3.217773	 2.626953
 64	 3308	 3.374023	 3.208008	 2.62207
 65	 3358	 3.383789	 3.232422	 2.578125
 66	 3418	 3.369141	 3.217773	 2.563477
 67	 3468	 3.378906	 3.178711	 2.607422
 68	 3518	 3.364258	 3.198242	 2.62207
 69	 3578	 3.344727	 3.198242	 2.612305
 70	 3628	 3.325195	 3.208008	 2.583008
 71	 3678	 3.320313	 3.208008	 2.548828
 72	 3738	 3.310547	 3.227539	 2.456055
 73	 3789	 3.374023	 3.208008	 2.460938
 74	 3828	 3.383789	 3.173828	 2.460938
 75	 3888	 3.408203	 3.15918	 2.519531
 76	 3938	 3.417969	 3.203125	 2.524414
 77	 3988	 3.417969	 3.251953	 2.416992
 78	 4048	 3.413086	 3.212891	 2.270508
 79	 4088	 3.40332	 3.227539	 2.236328
 80	 4148	 3.383789	 3.222656	 2.426758
 81	 4198	 3.359375	 3.217773	 2.578125
 82	 4248	 3.300781	 3.217773	 2.631836
 83	 4298	 3.208008	 3.217773	 2.709961
 84	 4358	 3.129883	 3.212891	 2.705078
 85	 4408	 3.071289	 3.232422	 2.77832
 86	 4458	 2.998047	 3.217773	 2.763672
 87	 4518	 2.919922	 3.198242	 2.788086
 88	 4568	 2.851563	 3.208008	 2.797852
 89	 4608	 2.788086	 3.164063	 2.670898
 90	 4668	 2.700195	 3.129883	 2.612305
 91	 4718	 2.587891	 3.105469	 2.275391
 92	 4768	 2.524414	 3.09082	 2.275391
 93	 4828	 2.358398	 3.056641	 2.241211
 94	 4868	 2.612305	 3.027344	 2.260742
 95	 4918	 2.592773	 2.954102	 2.22168
 96	 4978	 2.563477	 2.817383	 2.265625
 97	 5028	 2.480469	 2.739258	 2.265625
 98	 5078	 2.436523	 2.695313	 2.299805
 99	 5138	 2.392578	 2.631836	 2.421875
 100	 5188	 2.37793	 2.587891	 2.446289
 101	 5238	 2.416992	 2.543945	 2.089844
 102	 5298	 2.402344	 2.504883	 2.06543
 103	 5348	 2.348633	 2.426758	 2.324219
 104	 5388	 2.333984	 2.319336	 2.333984
 105	 5448	 2.290039	 2.270508	 2.226563
 106	 5498	 2.319336	 2.216797	 2.270508
 107	 5548	 2.329102	 2.260742	 2.22168
 108	 5608	 2.290039	 2.207031	 2.260742
 109	 5648	 2.246094	 2.1875	 2.324219
 110	 5709	 2.304688	 2.114258	 2.373047
 111	 5758	 2.392578	 2.163086	 2.421875
 112	 5808	 2.519531	 2.148438	 2.485352
 113	 5858	 2.495117	 1.831055	 2.460938
 114	 5918	 2.495117	 1.547852	 2.460938
 115	 5968	 2.490234	 1.430664	 2.446289
 116	 6018	 2.504883	 1.435547	 2.456055
 117	 6078	 2.485352	 1.274414	 2.416992
 118	 6128	 2.490234	 1.323242	 2.397461
 119	 6168	 2.524414	 1.455078	 2.34375
 120	 6228	 2.509766	 1.411133	 2.290039
 121	 6278	 2.529297	 1.318359	 2.37793
 122	 6328	 2.529297	 1.298828	 2.416992
 123	 6388	 2.519531	 1.318359	 2.426758
 124	 6438	 2.539063	 1.171875	 2.456055
 125	 6488	 2.543945	 1.264648	 2.412109
 126	 6538	 2.543945	 1.289063	 2.46582
 127	 6588	 2.558594	 1.245117	 2.436523
 128	 6638	 2.602539	 1.132813	 2.392578
 129	 6698	 2.607422	 0.9521484	 2.368164
 130	 6748	 2.597656	-0.02441406	 2.363281
 131	 6798	 2.514648	-0.1464844	 2.363281
 132	 6858	 2.485352	-0.4296875	 2.358398
 133	 6908	 2.485352	-0.9130859	 2.294922
 134	 6948	 2.490234	-1.064453	 2.22168
 135	 7008	 2.480469	-1.21582	 2.114258
 136	 7058	 2.495117	-1.220703	 2.172852
 137	 7108	 2.514648	-1.357422	 2.177734
 138	 7168	 2.641602	-1.523438	 2.163086
 139	 7208	 2.734375	-1.606445	 2.192383
 140	 7258	 2.822266	-1.650391	 2.207031
 141	 7318	 2.905273	-1.582031	 2.172852
 142	 7368	 3.00293	-1.748047	 2.133789
 143	 7418	 3.032227	-1.186523	 2.158203
 144	 7478	 3.081055	-1.05957	 2.167969
 145	 7528	 3.100586	-0.7324219	 2.22168
 146	 7578	 3.09082	-0.6445313	 2.182617
 147	 7638	 3.154297	-0.5371094	 2.114258
 148	 7678	 3.154297	-0.7080078	 2.109375
 149	 7728	 3.168945	-0.6982422	 2.075195
 150	 7788	 3.15918	-0.8300781	 2.104492
 151	 7838	 3.154297	-0.8349609	 2.084961
 152	 7888	 3.15918	-0.703125	 2.055664
 153	 7948	 3.15918	-0.8203125	 2.036133
 154	 7988	 3.134766	-0.8496094	 2.026367
 155	 8038	 3.139648	-1.035156	 1.982422
 156	 8098	 3.173828	-1.12793	 1.953125
 157	 8148	 3.168945	-1.113281	 1.967773
 158	 8198	 3.168945	-1.088867	 1.962891
 159	 8258	 3.173828	-0.7958984	 1.948242
 160	 8308	 3.134766	-0.6298828	 1.918945
 161	 8358	 3.115234	-0.9423828	 1.879883
 162	 8418	 3.164063	-0.7177734	 1.875
 163	 8468	 3.227539	-0.6396484	 1.870117
 164	 8508	 3.251953	-0.5419922	 1.84082
 165	 8568	 3.28125	-0.5664063	 1.811523
 166	 8618	 3.374023	-0.5615234	 1.767578
 167	 8668	 3.364258	-0.5810547	 1.791992
 168	 8728	 3.378906	-0.6103516	 1.762695
 169	 8768	 3.388672	-0.3320313	 1.743164
 170	 8828	 3.408203	-0.1416016	 1.71875
 171	 8878	 3.413086	-0.1953125	 1.743164
 172	 8928	 3.432617	-0.9277344	 1.699219
 173	 8978	 3.422852	-0.6933594	 1.68457
 174	 9038	 3.422852	-0.4833984	 1.665039
 175	 9088	 3.422852	-0.3808594	 1.655273
 176	 9138	 3.422852	 0.2441406	 1.674805
 177	 9198	 3.422852	 0.4248047	 1.635742
 178	 9248	 3.427734	 0.6298828	 1.621094
 179	 9288	 3.422852	 1.035156	 1.591797
 180	 9348	 3.427734	 1.162109	 1.557617
 181	 9398	 3.427734	 1.064453	 1.577148
 182	 9448	 3.432617	 0.8203125	 1.52832
 183	 9508	 3.432617	 0.8007813	 1.484375
 184	 9548	 3.427734	 0.7519531	 1.479492
 185	 9598	 3.427734	 0.8398438	 1.484375
 186	 9658	 3.427734	 0.9472656	 1.499023
 187	 9708	 3.422852	 1.152344	 1.494141
 188	 9758	 3.427734	 1.103516	 1.464844
 189	 9818	 3.422852	 1.113281	 1.44043
 190	 9868	 3.417969	 1.108398	 1.464844
 191	 9918	 3.422852	 0.9912109	 1.469727
 192	 9978	 3.422852	 1.000977	 1.459961
 193	 10028	 3.417969	 0.5371094	 1.430664
 194	 10068	 3.432617	 0.5712891	 1.445313
 195	 10128	 3.4375	 0.06835938	 1.445313
