Learned-Helplesness-Experiment 	(TriplePlatform)  from  29.06.2018 17:11:03
	
software version: 	DoublePlatform_1.3 04-Jun-2014
	
Setup of Experiment: 	
	
Platform 1:	
ExpType:	Te	Te	M	M	Te	Te	M	M	Te	Te	
	
heated side:	left	left	left	left	left	left	left	left	left	left	
	
PIs:	 n. def.	 n. def.	 0.1933333	 1	 n. def.	 n. def.	 0.2	-0.5683333	 n. def.	 n. def.	
	
Platform 2:	
ExpType:	Te	Te	M_S	M_S	Te	Te	M_S	M_S	Te	Te	
	
heated side:	left	left	left	left	left	left	left	left	left	left	
	
PIs:	 n. def.	 n. def.	-0.07	-0.1141667	 n. def.	 n. def.	-0.9408333	 0.1658333	 n. def.	 n. def.	
	
Platform 3:	
ExpType:	Te	Te	M_S	M_S	Te	Te	M_S	M_S	Te	Te	
	
heated side:	left	left	left	left	left	left	left	left	left	left	
	
PIs:	 n. def.	 n. def.	-0.7158333	-0.32	 n. def.	 n. def.	 0.075	-0.5183333	 n. def.	 n. def.	
	
duration [s]:	 120	 120	 120	 120	 120	 120	 120	 120	 120	 120	
	
total number of data points = 		 24002
sampling frequency [Hz] = 		 20
Hysteresis = 		 0
	
Comment: 	
------------------------------------	------------------------------------
	
 0	 0	 0	 0	 0
 1	 59	 0.4443359	-0.004882813	 1.826172
 2	 119	 0.5273438	-0.01464844	 1.757813
 3	 159	 0.390625	-0.009765625	 1.674805
 4	 219	-0.1220703	-0.004882813	 1.362305
 5	 269	 0.05859375	-0.009765625	 1.459961
 6	 309	-0.2978516	-0.004882813	 1.547852
 7	 379	 0.9228516	-0.004882813	 1.455078
 8	 419	 0.01464844	-0.009765625	 1.699219
 9	 469	-0.1416016	-0.009765625	 1.401367
 10	 529	-0.03417969	-0.009765625	 1.420898
 11	 579	-0.3564453	-0.009765625	 1.425781
 12	 629	-0.07324219	-0.004882813	 1.142578
 13	 689	 0.03417969	-0.009765625	 1.09375
 14	 749	 0.7666016	-0.004882813	 1.118164
 15	 799	 0.6884766	-0.009765625	 1.020508
 16	 849	-0.1855469	-0.009765625	 1.132813
 17	 889	 0.7324219	-0.009765625	 1.474609
 18	 939	-0.1123047	-0.004882813	 1.557617
 19	 999	 0.4248047	-0.009765625	 1.474609
 20	 1049	 0.8349609	-0.009765625	 1.484375
 21	 1089	 0.6640625	-0.009765625	 1.572266
 22	 1159	 0.7714844	-0.009765625	 1.611328
 23	 1209	-0.02929688	-0.01464844	 1.616211
 24	 1249	 0.3076172	-0.009765625	 1.630859
