"blue1"	"blue3"	"blue4"	"darkgreen1"	"darkgreen2"	"darkgreen3"	"darkpink1"	"darkpink3"	"darkpink4"	"darkyellow1"	"darkyellow2"	"darkyellow3"	"darkyellow4"	"lightgreen1"	"lightgreen2"	"lightgreen4"	"lightyellow2"	"orange1"	"orange2"	"orange3"	"orange4"	"red1"	"red2"	"red3"	"white1"	"white2"	"positivecontrol"
0.0978687699569624	-0.195872206025267	-0.221970706650007	-0.261141191170346	NA	NA	0.321949187838401	-0.266682632236568	NA	NA	0.105613286130779	-0.505317228932389	-0.0568389906983201	0.3390254060808	-0.359192003331945	-0.067511974177426	-0.75818061918645	0.146682285158962	NA	0.400233930306817	0.0114566847147022	0.517492711370262	0.637412189365542	0.0979944120505345	-0.396250694155213	0.45518169512703	-0.475843398583923
0.390878800499792	NA	-0.366079411356379	NA	0.595084166319589	NA	NA	0.543039532139386	0.0870437664861864	-1.443929959739	-0.108928918506178	-1.55476884631404	NA	NA	-0.522413057059558	NA	0.604123281965848	NA	NA	-0.423338018881022	NA	-0.534461509093433	NA	-0.905627169235041	-0.160880015271415	NA	-0.0490214146883243
-0.190332500347078	0.0638636679161461	-0.31077380952381	NA	1.26114119117035	NA	NA	NA	-0.514058031375816	-0.0262364639733444	-0.971053727613494	NA	-0.0322344856309871	-0.604647542690546	-0.192625989171179	0.0301898514507845	-0.57496876301541	-0.400818582535055	0.412240385950298	0.439910106899903	NA	-0.111401152297654	0.196337984173261	0.323251423018187	0.300789775093711	-0.339441899208663	-0.74073302790504
NA	0.289595828127169	1.17752551020408	-0.41919859780647	0.0925569207274747	0.678891781202277	0.791911182840483	NA	0.106032729418298	-0.647855060391504	-0.174427495487991	0.847424684159378	1.05661720810773	0.105415451895044	-0.765867867555185	-0.290734242676662	0.87945179092045	0.0803370123559628	NA	0.524712099125364	0.411809489101763	0.673052894627239	0.846991184228793	NA	-0.207404900735805	-1.3569703595724	-1.26355025683743
-0.484905768429821	0.668765965569901	0.164698042482299	-0.542220602526725	NA	NA	NA	NA	NA	-0.572667117867555	-0.474166146050257	0.372529848674164	NA	NA	0.246477856448702	1.55226294599472	-0.706359676523671	NA	NA	-0.588248646397334	-0.161676037762044	-0.124183499930584	NA	-0.560599229487714	0.232994412050535	NA	-0.829397126197418
-0.0658978897681521	0.00853429126752744	0.0226740594196862	-1.0703706788838	0.493754164931279	0.708038317367763	0.699727197001249	NA	0.240506039150354	0.390032972372622	-0.428448389559906	0.863102873802582	NA	NA	-0.216364014993753	NA	-0.221141017631542	NA	NA	NA	-0.439808933777593	NA	-0.230528946272387	NA	0.245069241982507	0.322568721366097	NA
NA	NA	NA	-0.323531688185478	-1.58204515479661	-1.04027210884354	-0.0992319172566986	NA	-0.589833229210051	1.38068651950576	-0.975391330001388	-1.06342756490351	-0.54956146744412	0.0494188185478273	-0.329446064139942	0.0905489032347633	0.821724975704567	0.126518464528669	NA	NA	NA	NA	0.149729279466889	-0.307278738025823	0.0528449951409136	0.223856899902818	0.170441309176732
NA	NA	NA	-0.113158059142024	NA	-0.478732125503262	NA	NA	-0.407331667360822	NA	NA	0.129027315007636	NA	NA	0.269049875052062	NA	NA	-0.488237019297515	NA	0.164560946827711	-0.23704185755935	NA	-0.561192905733722	NA	0.476341281410523	0.61397403859503	NA
-0.756412952936277	-0.110995418575594	NA	NA	NA	NA	0.0128196584756352	NA	0.175572851589615	0.384168575593503	1.05725565736499	0.586870401221713	NA	0.0807427460780231	-0.373177842565598	NA	0.26638345133972	NA	NA	1.16555220047203	1.0108683881716	NA	0.0405115923920589	1.28513657503818	1.15630344995141	1.76446532694711	-0.765722615576843
-0.222733236151604	-0.26086491739553	-0.421345966958212	0.0377162293488824	NA	-0.0649331875607386	0.102868422879356	NA	NA	-0.998118839372484	-0.557434228793558	-0.414601554907677	NA	-0.617753366652784	0.529224108010551	NA	NA	0.601328266000278	NA	0.273118839372484	-0.0714124323198667	NA	0.129424198250729	-0.170446688879633	NA	NA	-0.968731257809246
