Learned-Helplesness-Experiment 	(TriplePlatform)  from  12.06.2018 14:13:01
	
software version: 	DoublePlatform_1.3 04-Jun-2014
	
Setup of Experiment: 	
	
Platform 1:	
ExpType:	Te	Te	M	M	Te	Te	M	M	Te	Te	
	
heated side:	left	left	left	left	left	left	left	left	left	left	
	
PIs:	 n. def.	 n. def.	-0.2966667	-0.9575	 n. def.	 n. def.	 1	 0.9183334	 n. def.	 n. def.	
	
Platform 2:	
ExpType:	Te	Te	M_S	M_S	Te	Te	M_S	M_S	Te	Te	
	
heated side:	left	left	left	left	left	left	left	left	left	left	
	
PIs:	 n. def.	 n. def.	-0.7475	-0.5508333	 n. def.	 n. def.	-0.9366667	 0.2408333	 n. def.	 n. def.	
	
Platform 3:	
ExpType:	Te	Te	M_S	M_S	Te	Te	M_S	M_S	Te	Te	
	
heated side:	left	left	left	left	left	left	left	left	left	left	
	
PIs:	 n. def.	 n. def.	 0.9433333	 1	 n. def.	 n. def.	 1	 1	 n. def.	 n. def.	
	
duration [s]:	 120	 120	 120	 120	 120	 120	 120	 120	 120	 120	
	
total number of data points = 		 24001
sampling frequency [Hz] = 		 20
Hysteresis = 		 0
	
Comment: 	
------------------------------------	------------------------------------
	
 0	 0	 0	 0	 0
 1	 41	 2.373047	 0.8789063	 0.4736328
 2	 91	 2.5	 0.390625	 0.4101563
 3	 131	 2.631836	 0.3710938	 0.4248047
 4	 191	 2.680664	 0.4443359	 0.4150391
 5	 251	 2.587891	 0.2978516	 0.3271484
 6	 301	 2.573242	 0.8251953	 0.2587891
 7	 351	 2.719727	 1.09375	 0.1269531
 8	 401	 2.783203	 1.181641	 0.04394531
 9	 451	 2.988281	 1.137695	-0.1904297
 10	 501	 3.037109	 1.391602	-0.5859375
 11	 551	 2.895508	 1.191406	-0.3710938
 12	 601	 2.817383	 1.293945	-0.3808594
 13	 661	 2.861328	 1.137695	-0.3027344
 14	 721	 2.929688	 0.4052734	-0.4492188
 15	 771	 2.890625	 0.3125	-0.3613281
 16	 821	 2.866211	-0.09277344	-0.2636719
 17	 871	 2.885742	 0.3613281	-0.1855469
 18	 911	 2.875977	 0.6103516	-0.2001953
 19	 971	 2.895508	-0.05859375	-0.3173828
 20	 1031	 2.84668	-0.05371094	-0.2929688
 21	 1091	 2.871094	 0.7519531	-0.1757813
 22	 1131	 2.822266	-0.06347656	-0.1611328
 23	 1181	 2.753906	 0.3710938	-0.2783203
 24	 1231	 2.758789	-0.2197266	-0.2783203
 25	 1281	 2.792969	 0.4199219	-0.01464844
 26	 1332	 2.797852	 0.6005859	-0.1025391
 27	 1381	 2.792969	 0.2587891	-0.1611328
 28	 1441	 2.797852	 0.0390625	-0.2050781
 29	 1501	 2.734375	-0.0390625	-0.1269531
 30	 1551	 2.797852	 0.1855469	-0.1611328
 31	 1601	 2.705078	 0.7519531	-0.3125
 32	 1651	 2.77832	-0.1074219	-0.2734375
 33	 1691	 2.749023	 0.4199219	-0.3759766
 34	 1751	 2.768555	-0.4296875	 0.01464844
 35	 1812	 2.797852	 0.2978516	 0.2246094
 36	 1871	 2.973633	-0.2539063	 0.1708984
 37	 1911	 2.96875	-0.1757813	 0.1513672
 38	 1961	 2.954102	-0.1855469	 0.6152344
 39	 2011	 2.944336	 0.1904297	 1.567383
 40	 2061	 2.93457	 0.2392578	 1.342773
 41	 2111	 2.856445	-0.08789063	 1.37207
 42	 2161	 2.875977	 0.02929688	 1.362305
 43	 2221	 2.871094	 0.2685547	 1.499023
 44	 2281	 2.788086	-0.1708984	 1.28418
 45	 2331	 2.832031	 0.04882813	 1.132813
 46	 2381	 2.773438	 0.5810547	 1.118164
 47	 2431	 2.661133	-0.2685547	 1.088867
 48	 2471	 2.573242	 0.1806641	 1.074219
 49	 2531	 2.543945	 0.1611328	 1.044922
 50	 2591	 2.460938	 0.4296875	 1.025391
 51	 2651	 2.382813	 0.2148438	 1.005859
 52	 2701	 2.363281	-0.2587891	 1.000977
 53	 2771	 2.319336	-0.1367188	 1.049805
 54	 2821	 2.314453	 0.5371094	 1.054688
 55	 2861	 2.304688	 0.06347656	 1.064453
 56	 2921	 2.285156	 0.234375	 1.064453
 57	 2981	 2.250977	 0.08300781	 1.020508
 58	 3041	 2.226563	 0.6103516	 1.044922
